,homeTeam,awayTeam,homeAbbrev,awayAbbrev,GamePK,Winner,F_home_assists,F_home_goals,F_home_pim,F_home_shots,F_home_blocked,F_home_pm,D_home_assists,D_home_goals,D_home_pim,D_home_shots,D_home_blocked,D_home_hits,D_home_pm,G_home_GAA,F_away_assists,F_away_goals,F_away_pim,F_away_shots,F_away_blocked,F_away_hits,F_away_pm,D_away_assists,D_away_goals,D_away_pim,D_away_shots,D_away_blocked,D_away_hits,D_away_pm,G_away_GAA,F_home_hits
0,Boston Bruins,Washington Capitals,BOS,WSH,2009020001,1,1.018124557,0.728798558,2.447201542,7.4403008,1.53090735,-0.091412711,0.6956589,0.181510679,2.113917715,4.758911916,3.771842554,4.075564102,-0.022768459,2.555422,1.420406812,1.025191387,2.617003094,8.449569554,1.639752434,4.726839529,0.757615057,0.786199546,0.214610371,2.189202602,3.598427855,4.927581547,4.894213934,0.833052863,2.807823,5.166339079
0,Toronto Maple Leafs,Montréal Canadiens,TOR,MTL,2009020002,1,0.977481218,0.709708901,4.339121779,7.602235489,1.95772676,-0.31081535,0.732568777,0.199766669,2.31320294,4.300321459,5.136287408,4.857135315,-0.427507327,3.476744,0.985727248,0.80601076,2.87230394,7.906417979,1.838020863,4.484490825,-0.404179677,0.67214794,0.142471182,2.569301695,2.950943187,5.49045863,3.43728199,-0.092150229,2.773125,5.097080002
0,Colorado Avalanche,San Jose Sharks,COL,SJS,2009020003,0,1.212298152,0.892634515,2.766788059,7.352797447,1.467592298,0.044001232,0.790180907,0.185170617,1.87104557,3.56639811,5.231295819,3.295127721,0.104823056,2.634965,1.253603259,0.915221086,3.574186062,8.150785915,1.529361745,5.939203548,0.368772224,1.28049402,0.230914412,1.863322588,3.982520779,5.607384988,3.450408133,0.822749068,2.431978,3.91246254
0,Calgary Flames,Vancouver Canucks,CGY,VAN,2009020004,0,0.984043545,0.699088773,2.78922154,7.288797362,2.041426011,-0.02525221,0.613296502,0.217543895,2.51298687,3.900712749,3.65256916,4.808573654,0.054580462,2.309154,1.334024754,0.89724129,3.984481265,7.194390145,1.720604863,4.091281432,0.261668609,0.768191083,0.227783923,2.339958437,4.374826507,3.337287437,3.051069865,0.431258746,2.569626,4.837403183
0,Chicago Blackhawks,Florida Panthers,CHI,FLA,2009020007,1,1.234099559,0.848175526,4.353593954,7.993663558,1.468463842,0.484719905,0.888371094,0.282939061,2.002244733,4.875489101,3.951919382,4.184956509,0.320263198,2.777364158,0.980179054,0.727008016,3.127143468,7.293037198,2.048459071,4.644881193,-0.285614356,0.73819506,0.23490172,2.307343905,3.951965112,5.072400067,4.151607458,-0.03082943,3.583858583,3.903764293
0,Detroit Red Wings,St. Louis Blues,DET,STL,2009020008,1,1.10020291,0.810234277,1.974147631,8.40732571,1.417204605,-0.075113444,0.767305998,0.229041071,1.318063494,4.503862922,3.105236022,3.617365014,0.001071124,3.019089,1.030649073,0.727855869,4.197408299,7.701399981,1.465040489,5.380220612,-0.24531827,0.7218394,0.199073817,2.389126845,3.309285327,4.185034614,2.708656357,-0.332952845,2.528366,5.152996186
0,Carolina Hurricanes,Philadelphia Flyers,CAR,PHI,2009020005,1,1.094225374,0.84411205,2.524917555,7.652092361,1.506830603,-0.356969564,0.651278998,0.153569134,3.613490732,3.764996999,4.527006198,6.105860072,-0.494498913,2.693171,1.032235013,0.824042587,4.672431013,8.15733344,2.000023661,5.703716947,-0.056633665,0.807805392,0.222863822,1.705616486,4.009440345,4.597251341,2.647941422,0.081227104,2.637284,5.636834945
0,Pittsburgh Penguins,New York Rangers,PIT,NYR,2009020006,0,1.198889221,0.891810761,3.858495532,8.710182853,1.663994897,0.08129978,0.923708533,0.202862222,1.746108918,3.86297774,4.736307062,3.849842739,0.150165905,2.65383,0.969610409,0.750482821,3.836358857,7.979507226,2.129777243,6.468642707,-0.207370336,0.688891673,0.204174883,1.629401681,3.19283499,4.154340116,5.060738298,0.001505425,2.383548,6.17552929
0,Florida Panthers,Chicago Blackhawks,FLA,CHI,2009020017,1,0.980179054,0.727008016,3.127143468,7.293037198,2.048459071,-0.285614356,0.73819506,0.23490172,2.307343905,3.951965112,5.072400067,4.151607458,-0.03082943,3.583858583,1.234099559,0.848175526,4.353593954,7.993663558,1.468463842,3.903764293,0.484719905,0.888371094,0.282939061,2.002244733,4.875489101,3.951919382,4.184956509,0.320263198,2.653379705,4.644881193
0,Colorado Avalanche,Vancouver Canucks,COL,VAN,2009020009,0,1.212298152,0.892634515,2.766788059,7.352797447,1.467592298,0.044001232,0.790180907,0.185170617,1.87104557,3.56639811,5.231295819,3.295127721,0.104823056,2.634965,1.334024754,0.89724129,3.984481265,7.194390145,1.720604863,4.091281432,0.261668609,0.768191083,0.227783923,2.339958437,4.374826507,3.337287437,3.051069865,0.431258746,2.569626,3.91246254
0,St. Louis Blues,Detroit Red Wings,STL,DET,2009020020,0,1.030649073,0.727855869,4.197408299,7.701399981,1.465040489,-0.24531827,0.7218394,0.199073817,2.389126845,3.309285327,4.185034614,2.708656357,-0.332952845,2.480734,1.10020291,0.810234277,1.974147631,8.40732571,1.417204605,5.152996186,-0.075113444,0.767305998,0.229041071,1.318063494,4.503862922,3.105236022,3.617365014,0.001071124,2.261881,5.380220612
0,Boston Bruins,Carolina Hurricanes,BOS,CAR,2009020010,0,1.018124557,0.728798558,2.447201542,7.4403008,1.53090735,-0.091412711,0.6956589,0.181510679,2.113917715,4.758911916,3.771842554,4.075564102,-0.022768459,2.555422,1.094225374,0.84411205,2.524917555,7.652092361,1.506830603,5.636834945,-0.356969564,0.651278998,0.153569134,3.613490732,3.764996999,4.527006198,6.105860072,-0.494498913,2.761463754,5.166339079
0,Buffalo Sabres,Montréal Canadiens,BUF,MTL,2009020011,1,1.118427089,0.824268226,2.257227956,8.233146425,1.736654818,0.107307126,0.74791049,0.190865161,1.860076128,3.539504839,3.525437072,2.988156816,-0.011494199,2.223778,0.985727248,0.80601076,2.87230394,7.906417979,1.838020863,4.484490825,-0.404179677,0.492179649,0.103593172,2.725319244,2.587452324,5.906895987,3.598882426,-0.234384264,2.773125,3.774964741
0,New Jersey Devils,Philadelphia Flyers,NJD,PHI,2009020012,1,1.047574671,0.736859745,3.430306575,8.187082851,1.187597284,-0.016310767,0.635091561,0.204323774,1.146528415,2.526308207,4.458888708,2.913462169,0.329302829,2.24049,1.032235013,0.824042587,4.672431013,8.15733344,2.000023661,5.703716947,-0.056633665,0.807805392,0.222863822,1.705616486,4.009440345,4.597251341,2.647941422,0.081227104,2.637284,4.791096625
0,New York Islanders,Pittsburgh Penguins,NYI,PIT,2009020013,1,1.003322143,0.765525085,3.529578924,7.88566474,2.273559496,-0.462619436,0.567023649,0.222183163,2.369149662,3.651724346,5.656225372,4.670140686,-0.400283503,3.002796,1.198889221,0.891810761,3.858495532,8.710182853,1.663994897,6.17552929,0.08129978,0.923708533,0.202862222,1.746108918,3.86297774,4.736307062,3.849842739,0.150165905,2.65383,5.441713043
0,New York Rangers,Ottawa Senators,NYR,OTT,2009020014,0,0.969610409,0.750482821,3.836358857,7.979507226,2.129777243,-0.207370336,0.688891673,0.204174883,1.629401681,3.19283499,4.154340116,5.060738298,0.001505425,2.383548,1.145532561,0.798283634,3.093625388,7.473794815,1.535821644,4.958054769,-0.179923096,0.731712424,0.197686486,2.21486627,3.920306938,4.732597697,3.961696694,-0.04038701,3.198074,6.468642707
0,Washington Capitals,Toronto Maple Leafs,WSH,TOR,2009020015,0,1.420406812,1.025191387,2.617003094,8.449569554,1.639752434,0.757615057,0.786199546,0.214610371,2.189202602,3.598427855,4.927581547,4.894213934,0.833052863,2.553303,0.977481218,0.709708901,4.339121779,7.602235489,1.95772676,5.097080002,-0.31081535,0.732568777,0.199766669,2.31320294,4.300321459,5.136287408,4.857135315,-0.427507327,3.158668321,4.726839529
0,Atlanta Thrashers,Tampa Bay Lightning,ATL,TBL,2009020016,0,1.19863604,0.795532137,2.934613489,7.234647949,1.454506921,-0.175580965,0.735452165,0.200664864,2.61757731,4.564356857,4.299431867,4.592474284,-0.17509951,3.288546,1.146000753,0.806808781,3.958415247,6.834376455,1.591354467,4.60303701,-0.407790535,0.517149681,0.153862915,2.778321292,3.911753143,4.350396806,3.974896781,-0.470446022,3.089041,3.369978065
0,Columbus Blue Jackets,Minnesota Wild,CBJ,MIN,2009020018,0,1.086741783,0.791318783,3.540083622,7.246028306,1.270544064,-0.268594552,0.672967294,0.165837226,2.012323503,3.517611327,5.085284618,5.031069037,-0.36653227,3.05485,0.970868876,0.70838273,2.925557354,6.550134795,1.392736385,3.932648936,-0.395839252,0.677689959,0.139309281,1.893627163,3.61020448,4.456564979,3.873789948,-0.256632196,2.716812,5.527372955
0,Dallas Stars,Nashville Predators,DAL,NSH,2009020019,1,1.191712704,0.803335259,2.881811428,7.549517855,1.58172222,-0.183191154,0.544079057,0.126886881,1.587320812,3.932909866,4.762513989,5.142420297,-0.064401992,2.720339,0.967365554,0.738444915,2.478033952,7.585228752,1.547110951,3.774299283,-0.168671561,0.615248456,0.186145073,1.475064843,4.280244333,3.879354336,4.452314103,-0.144122608,2.694427,6.024335136
0,Edmonton Oilers,Calgary Flames,EDM,CGY,2009020021,1,1.129580313,0.727106587,3.545777429,7.323023248,1.999339066,-0.559877949,0.687827967,0.229958345,2.349071968,3.766104673,4.526945078,2.822885402,-0.714012881,3.029978,0.984043545,0.699088773,2.78922154,7.288797362,2.041426011,4.837403183,-0.02525221,0.613296502,0.217543895,2.51298687,3.900712749,3.65256916,4.808573654,0.054580462,2.309154,4.561077818
0,Anaheim Ducks,San Jose Sharks,ANA,SJS,2009020022,1,1.102770823,0.936072648,3.70921466,7.402765161,1.557996899,0.084257307,0.745629934,0.145939746,2.822251049,3.919076298,3.528380779,3.754106623,-0.012131463,2.732393,1.335005456,0.893777833,4.207794454,8.090246772,1.491063306,5.957942521,0.478538542,1.28049402,0.230914412,1.863322588,3.982520779,5.607384988,3.450408133,0.822749068,2.431978,5.60424816
0,Los Angeles Kings,Phoenix Coyotes,LAK,PHX,2009020023,1,1.151911671,0.770442807,2.519924788,7.856700999,1.445985478,-0.061558556,0.625402679,0.171934659,1.925662333,3.379320752,4.216498815,4.926428751,-0.057847257,2.536134,1.047688439,0.692305776,2.722046282,7.179676102,1.397139679,5.109188204,0.113824122,0.617628828,0.22223574,1.874509545,4.646808965,3.209267006,3.549997532,0.588357217,2.291618,5.408722009
0,New Jersey Devils,New York Rangers,NJD,NYR,2009020024,1,1.033357531,0.715651466,3.385533431,8.101757952,1.147240409,-0.045904612,0.635091561,0.204323774,1.146528415,2.526308207,4.458888708,2.913462169,0.329302829,2.24049,0.969610409,0.750482821,3.836358857,7.979507226,2.129777243,6.468642707,-0.207370336,0.688891673,0.204174883,1.629401681,3.19283499,4.154340116,5.060738298,0.001505425,2.383548,5.092336929
0,Vancouver Canucks,Columbus Blue Jackets,VAN,CBJ,2009020025,1,1.334024754,0.89724129,3.984481265,7.194390145,1.720604863,0.261668609,0.768191083,0.227783923,2.339958437,4.374826507,3.337287437,3.051069865,0.431258746,2.502820909,1.086741783,0.791318783,3.540083622,7.246028306,1.270544064,5.527372955,-0.268594552,0.738305004,0.17669928,1.935689109,3.711524445,4.667493636,4.667716264,-0.412304512,3.05485,4.091281432
