,homeTeam,awayTeam,homeAbbrev,awayAbbrev,GamePK,Winner,F_home_assists,F_home_goals,F_home_pim,F_home_shots,F_home_blocked,F_home_pm,D_home_assists,D_home_goals,D_home_pim,D_home_shots,D_home_blocked,D_home_hits,D_home_pm,G_home_GAA,F_away_assists,F_away_goals,F_away_pim,F_away_shots,F_away_blocked,F_away_hits,F_away_pm,D_away_assists,D_away_goals,D_away_pim,D_away_shots,D_away_blocked,D_away_hits,D_away_pm,G_away_GAA,F_home_hits
0,Carolina Hurricanes,Buffalo Sabres,CAR,BUF,2006020001,1,1.266598966,0.900247726,2.258176364,7.833679374,1.656008892,-0.273069692,0.655712889,0.15393711,2.856345399,4.010347338,4.329958238,4.773415625,-0.100763999,2.928112,1.586577489,1.105987785,3.702164681,8.122459047,1.761474352,3.254503656,0.746484597,0.947411239,0.176770331,1.979344272,2.866652245,5.041344086,3.001403037,0.784466153,2.730092,4.931465356
0,Toronto Maple Leafs,Ottawa Senators,TOR,OTT,2006020002,1,1.237403411,0.813183147,3.173663887,8.01610423,1.834408021,-0.14075567,1.011561093,0.256193386,2.446461647,4.44045257,3.600542943,3.312684006,0.144104499,3.163353259,1.496781881,1.006476724,3.247836291,7.944226577,1.616906256,4.764657277,0.736448776,1.006217108,0.270209433,2.412136596,4.712603754,5.071473728,4.363698373,0.780284786,2.777199,5.066713205
0,Colorado Avalanche,Dallas Stars,COL,DAL,2006020003,1,1.401817291,0.968352192,3.169230235,8.527788739,1.553951436,0.048676949,0.729089405,0.183310582,1.918563885,3.415689555,5.250782783,2.823364621,0.066621399,3.26087,1.0319335,0.724234705,3.565208664,6.769103871,1.422997404,4.603867242,-0.046273455,0.774886812,0.244983134,2.397548075,4.378217501,4.368805571,3.865816578,0.056666758,2.231747,2.060646871
0,Ottawa Senators,Toronto Maple Leafs,OTT,TOR,2006020004,1,1.496781881,1.006476724,3.247836291,7.944226577,1.616906256,0.736448776,0.905356607,0.243124365,2.170350501,4.647050637,4.969948449,4.333118595,0.702071135,2.620374398,1.237403411,0.813183147,3.173663887,8.01610423,1.834408021,5.066713205,-0.14075567,0.89013064,0.250848599,2.794877622,4.437905981,3.70059658,3.403039701,-0.28477036,3.163353259,4.764657277
0,New York Rangers,Washington Capitals,NYR,WSH,2006020005,0,1.181434658,0.8557348,3.005680027,8.232076342,2.132160713,-0.175865943,0.654921947,0.224096478,2.449056204,3.42792346,5.80184403,5.214658002,0.027519141,2.336534,1.109048444,0.819429253,3.184840242,7.481226897,2.026715496,4.073510998,-0.329151995,0.681168868,0.16604136,3.743754325,2.88331005,4.156975008,3.703217893,-0.35621945,2.996074,4.126101125
0,Atlanta Thrashers,Tampa Bay Lightning,ATL,TBL,2006020006,1,1.194050296,0.823088391,2.723762352,7.721931311,1.437177775,-0.042624249,0.626392367,0.15666673,2.630549535,3.255944065,6.187548844,4.08145256,0.142696416,2.791052,1.212973857,0.840693673,1.424274803,7.743578538,1.318412177,2.629698096,-0.36305432,0.794656173,0.255354903,2.184286167,3.388523066,4.225154944,3.177769767,-0.103057029,3.292187189,3.77721001
0,Detroit Red Wings,Vancouver Canucks,DET,VAN,2006020008,1,1.173306683,0.942746609,2.313398038,8.53329183,1.18668354,0.56202246,0.989459049,0.186912275,3.738142034,4.692310646,3.725904513,3.2889147,0.771182265,2.563505032,1.214648839,0.706281235,2.916748257,6.825662626,1.404441079,3.376988581,0.074345823,0.628224014,0.255725632,2.622704174,4.519189143,3.320750031,2.885517368,0.155386915,2.284942,3.311705643
0,Pittsburgh Penguins,Philadelphia Flyers,PIT,PHI,2006020007,0,1.338198865,0.886387726,4.391102516,7.415700616,1.785936721,-0.060983078,0.800016853,0.325136058,1.94051832,3.484970916,4.647706851,2.322660629,-0.250911013,2.826807,1.157707637,0.711247319,3.634907113,7.394749797,1.866680787,3.126985106,-0.971069314,0.601848238,0.082464606,2.785987068,2.864504112,4.759979556,4.060165439,-0.696459626,4.324241,4.108044871
0,Nashville Predators,Chicago Blackhawks,NSH,CHI,2006020009,1,1.356747418,0.880411178,3.587033695,7.052025774,1.538912336,0.432509269,0.769090723,0.317969454,2.093166721,3.823505547,4.228690655,3.487540849,0.437119241,2.399031,0.96550842,0.709299322,4.289755536,6.301351855,1.762507897,3.032100805,-0.481927776,0.591866445,0.126936796,2.942195487,3.593042413,4.50575128,3.329948304,-0.283731533,2.855794,2.96610721
0,Minnesota Wild,Colorado Avalanche,MIN,COL,2006020010,0,1.175610326,0.910618618,2.649064262,7.744941634,1.666021283,0.109758083,0.735541135,0.142030811,1.888748695,3.936992469,3.677597875,2.526936817,0.087270023,2.552032,1.401817291,0.968352192,3.169230235,8.527788739,1.553951436,2.060646871,0.048676949,0.729089405,0.183310582,1.918563885,3.415689555,5.250782783,2.823364621,0.066621399,2.682452,2.331948719
