,homeTeam,awayTeam,homeAbbrev,awayAbbrev,GamePK,Winner,F_home_assists,F_home_goals,F_home_pim,F_home_shots,F_home_blocked,F_home_pm,D_home_assists,D_home_goals,D_home_pim,D_home_shots,D_home_blocked,D_home_hits,D_home_pm,G_home_GAA,F_away_assists,F_away_goals,F_away_pim,F_away_shots,F_away_blocked,F_away_hits,F_away_pm,D_away_assists,D_away_goals,D_away_pim,D_away_shots,D_away_blocked,D_away_hits,D_away_pm,G_away_GAA,F_home_hits
0,Tampa Bay Lightning,Pittsburgh Penguins,TBL,PIT,2021020001,1,1.384711551,1.008918117,2.280525099,7.3109829,1.551944799,0.425887971,0.960228611,0.244379024,2.013509524,4.745008406,4.05952587,5.528627889,0.541866403,2.4889,1.051771129,0.83848678,1.487029781,8.347753947,1.916607383,5.940623248,0.066974659,0.919870878,0.203877396,1.492308192,4.654908139,3.960256739,4.663470152,0.421341229,2.4245,5.332510246
0,Vegas Golden Knights,Seattle Kraken,VGK,SEA,2021020002,0,1.280147759,0.822584856,1.763113209,7.620855948,1.680931314,-0.053371041,0.792910975,0.330629933,1.284987353,5.876618466,5.635156115,3.608100987,0.400888196,2.8272,0.982709661,0.71294652,1.386154143,6.695054018,1.658167934,4.314632386,-0.701933889,0.656914421,0.244568521,2.456824291,4.757614384,4.243025319,6.468442189,-0.262226359,3.1625,3.945893806
0,Toronto Maple Leafs,Montréal Canadiens,TOR,MTL,2021020003,0,1.530876119,1.154132437,1.823129841,8.72725693,1.695145427,0.305306717,0.94359648,0.218913491,1.059554949,4.014708972,3.409148266,4.428326154,0.484128437,2.6401,1.002788601,0.71159975,1.90079709,7.301379144,1.961334101,4.957318659,-0.666454142,0.740743355,0.215327831,2.063024878,4.34683217,4.504879287,5.704944483,-0.638609603,3.2963,4.177650373
0,Washington Capitals,New York Rangers,WSH,NYR,2021020004,0,1.058178839,0.926724537,1.954875195,7.708871277,2.005817251,0.335977999,0.905850059,0.30716351,1.176815101,4.832280779,4.388508147,4.828359629,0.395402331,2.6668,1.219577185,0.789276827,1.95530896,6.865937014,1.640534156,5.836979511,0.357433781,0.715068859,0.262448923,1.772921704,4.282777032,4.882380791,4.889639382,-0.097912795,2.9208,6.13019322
0,Colorado Avalanche,Chicago Blackhawks,COL,CHI,2021020005,0,1.474207508,0.986856962,1.871179041,8.250782116,2.017005214,0.532795169,0.979451916,0.373395985,1.72725928,4.933280904,3.853119373,4.940733082,0.536051305,2.5409,1.021626669,0.73549771,1.54778582,6.710280197,1.646957841,4.516944351,-0.842210174,0.719583039,0.154041033,1.39425726,4.085148426,5.833737025,5.168853679,-0.911036135,2.9042,3.888054747
0,Edmonton Oilers,Vancouver Canucks,EDM,VAN,2021020006,0,1.26375687,0.924894478,1.566860812,7.515431733,1.455922776,-0.031302974,1.033947599,0.235810732,1.303495662,5.333289974,4.905833812,3.722831781,0.497246679,2.8102,1.054596758,0.836308751,1.416500186,7.398521881,2.062847339,4.283856228,0.107609062,0.785232969,0.150368711,1.830037435,4.691076012,4.146504162,5.024577848,-0.01301605,2.7238,4.327975792
0,Anaheim Ducks,Winnipeg Jets,ANA,WPG,2021020015,0,1.01972331,0.732387068,3.827584698,6.76642082,2.186093276,-0.548056679,0.786046712,0.2678268,1.664165861,4.977961112,3.742559487,3.982779756,-0.416927275,3.1895,1.219233288,0.923416055,1.391402552,7.685991891,1.536336686,3.800707469,-0.071265562,0.852514946,0.145022854,2.134100772,4.664438484,4.265110516,5.593006071,0.016093522,2.9666,4.253547982
0,Buffalo Sabres,Montréal Canadiens,BUF,MTL,2021020007,0,0.931442098,0.780178995,1.763327908,7.485995805,1.257953119,-0.798099217,0.730213988,0.176406017,1.205216065,3.670683356,3.572993521,3.529344739,-0.473614003,3.1169,1.002788601,0.71159975,1.90079709,7.301379144,1.961334101,4.957318659,-0.666454142,0.740743355,0.215327831,2.063024878,4.34683217,4.504879287,5.704944483,-0.638609603,3.7677,2.799059678
0,Ottawa Senators,Toronto Maple Leafs,OTT,TOR,2021020008,0,1.119912698,0.745028308,2.382754489,6.672648577,2.147021255,-0.626036599,0.784657641,0.182990445,1.245665517,4.075152425,4.401585393,4.940408215,-0.429549844,2.938179443,1.530876119,1.154132437,1.823129841,8.72725693,1.695145427,4.177650373,0.305306717,0.94359648,0.218913491,1.059554949,4.014708972,3.409148266,4.428326154,0.484128437,2.973944197,5.535399245
0,Florida Panthers,Pittsburgh Penguins,FLA,PIT,2021020010,0,1.59002972,1.173843282,2.093222267,8.72393494,1.475271032,0.861832956,0.94789307,0.342306131,1.954496563,5.761932294,4.080113324,4.961077775,0.870597563,2.667,1.088534039,0.867794691,1.380826657,8.481356026,1.983599207,5.120099303,0.069315647,0.807746548,0.179026499,1.511052934,4.789769826,3.878824075,4.69696608,0.169339119,2.7924,4.624270656
