Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
66,Dave Bolland\bollada01,26,CHI,C,35,7,7,14,-7,22,1.0,6,1,0,1,4,2,1,46,15.2,572,16:20,18,43,239,279,46.1
67,Brandon Bollig\bollibr01,26,CHI,LW,25,0,0,0,-1,51,-0.4,0,0,0,0,0,0,0,34,0.0,200,8:01,6,41,0,3,0.0
68,Nick Bonino\boninni01,24,ANA,C,27,5,8,13,-3,8,1.1,4,1,0,0,6,2,0,37,13.5,429,15:53,49,11,138,157,46.8
69,David Booth\boothda01,28,VAN,LW,12,1,2,3,-3,4,0.1,1,0,0,0,2,0,0,27,3.7,153,12:45,1,24,1,0,100.0
70,Patrick Bordeleau\bordepa02,26,COL,LW,46,2,3,5,-7,70,0.0,2,0,0,0,3,0,0,24,8.3,286,6:13,3,116,0,2,0.0
71,Mark Borowiecki\borowma01,23,OTT,D,6,0,0,0,1,18,0.2,0,0,0,0,0,0,0,1,0.0,78,13:00,5,26,0,0,
72,Robert Bortuzzo\borturo01,23,PIT,D,15,2,2,4,3,27,1.0,2,0,0,0,2,0,0,10,20.0,199,13:17,14,18,0,0,
73,Pierre-Marc Bouchard\bouchpi02,28,MIN,C,43,8,12,20,3,8,2.3,8,0,0,2,10,2,0,71,11.3,600,13:57,6,12,1,6,14.3
74,Francis Bouillon\bouilfr01,37,MTL,D,48,1,8,9,4,21,2.1,1,0,0,0,8,0,0,46,2.2,868,18:05,50,78,0,0,
75,Eric Boulton\boulter01,36,NYI,LW,15,0,0,0,-4,36,-0.3,0,0,0,0,0,0,0,5,0.0,85,5:40,6,23,0,0,
76,Chris Bourque\bourqch01,27,BOS,LW,18,1,3,4,-6,6,-0.1,1,0,0,1,0,3,0,24,4.2,217,12:05,7,25,0,1,0.0
77,Gabriel Bourque\bourqga01,22,NSH,LW,34,11,5,16,6,4,2.4,7,3,1,2,5,0,0,50,22.0,538,15:50,23,39,4,2,66.7
78,Rene Bourque\bourqre01,31,MTL,LW,27,7,6,13,-1,32,1.3,5,2,0,1,5,1,0,63,11.1,441,16:20,11,37,0,1,0.0
79,Jay Bouwmeester\bouwmja01,29,TOT,D,47,7,15,22,-6,22,4.0,6,1,0,0,7,6,2,79,8.9,1158,24:38,61,41,0,0,
80,Drayson Bowman\bowmadr01,23,CAR,C,37,3,2,5,-7,17,-0.2,3,0,0,0,2,0,0,68,4.4,433,11:42,14,55,4,6,40.0
81,Johnny Boychuk\boychjo01,29,BOS,D,44,1,5,6,5,12,2.0,1,0,0,0,5,0,0,75,1.3,898,20:24,87,79,0,0,
82,Zach Boychuk\boychza01,23,TOT,C,13,1,1,2,-1,6,0.0,1,0,0,0,1,0,0,14,7.1,160,12:19,2,10,0,0,
83,Brad Boyes\boyesbr01,30,NYI,C,48,10,25,35,-6,16,3.2,9,1,0,1,13,12,0,97,10.3,874,18:13,20,44,4,12,25.0
84,Brian Boyle\boylebr01,28,NYR,C,38,2,3,5,-13,29,-0.7,2,0,0,1,2,1,0,56,3.6,540,14:13,30,145,215,166,56.4
85,Dan Boyle\boyleda01,36,SJS,D,46,7,13,20,3,27,4.9,2,5,0,0,4,8,1,97,7.2,1049,22:48,81,29,0,0,
86,Tyler Bozak\bozakty01,26,TOR,C,46,12,16,28,-1,6,2.7,7,4,1,3,11,5,0,61,19.7,934,20:19,23,65,559,504,52.6
87,Derick Brassard\brassde01,25,TOT,C,47,12,17,29,1,16,3.4,9,3,0,1,9,8,0,88,13.6,778,16:33,8,83,215,231,48.2
88,Justin Braun\braunju01,25,SJS,D,41,0,7,7,-5,6,1.5,0,0,0,0,6,1,0,48,0.0,771,18:48,51,53,0,0,
89,T.J. Brennan\brenntj01,23,TOT,D,29,3,7,10,-9,8,1.3,2,1,0,0,4,3,0,42,7.1,484,16:41,32,31,0,0,
90,Tim Brent\brentti01,28,CAR,C,30,0,3,3,-3,8,-0.3,0,0,0,0,1,2,0,23,0.0,294,9:48,15,31,124,116,51.7
91,Eric Brewer\breweer01,33,TBL,D,48,4,8,12,3,30,2.3,3,1,0,1,8,0,0,56,7.1,985,20:31,94,88,0,0,
92,Daniel Briere\brierda01,35,PHI,C,34,6,10,16,-13,10,1.1,3,3,0,1,7,3,0,87,6.9,546,16:04,6,15,62,73,45.9
93,T.J. Brodie\broditj01,22,CGY,D,47,2,12,14,-9,8,2.0,2,0,0,0,6,6,0,44,4.5,950,20:13,74,24,0,0,
94,Jonas Brodin\brodijo01,19,MIN,D,45,2,9,11,3,10,3.2,1,1,0,0,8,1,0,51,3.9,1045,23:13,60,17,0,0,
95,Kyle Brodziak\brodzky01,28,MIN,C,48,8,4,12,-18,20,0.1,6,1,1,1,3,1,0,88,9.1,833,17:21,18,54,377,386,49.4
96,Sheldon Brookbank\brooksh01,32,CHI,D,26,1,0,1,-2,21,0.3,0,0,1,0,0,0,0,25,4.0,332,12:45,34,28,0,1,0.0
97,Troy Brouwer\brouwtr01,27,WSH,RW,47,19,14,33,-5,28,3.9,11,7,1,5,5,9,0,111,17.1,871,18:32,23,108,111,121,47.8
98,Chris Brown\brownch01,21,PHX,C,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,6,0.0,38,7:38,0,6,0,0,
99,Dustin Brown\browndu01,28,LAK,RW,46,18,11,29,6,22,4.1,10,8,0,1,6,5,0,142,12.7,897,19:30,8,156,15,26,36.6
100,Mike Brown\brownmi02,27,TOT,RW,39,1,1,2,-7,123,-0.5,1,0,0,0,1,0,0,18,5.6,293,7:31,13,87,5,3,62.5
101,Damien Brunner\brunnda01,26,DET,C,44,12,14,26,-6,12,2.9,9,3,0,1,7,7,0,123,9.8,686,15:35,2,20,2,3,40.0
102,Adam Burish\burisad01,30,SJS,C,46,1,2,3,-7,25,-0.5,0,0,1,0,2,0,0,39,2.6,486,10:34,33,65,122,106,53.5
103,Alexander Burmistrov\burmial01,21,WPG,C,44,4,6,10,0,14,0.3,4,0,0,0,6,0,0,55,7.3,688,15:38,16,106,142,159,47.2
104,Brent Burns\burnsbr01,27,SJS,D,30,9,11,20,0,20,4.0,7,2,0,0,10,1,0,81,11.1,488,16:17,13,54,4,9,30.8
105,Alexandre Burrows\burroal01,31,VAN,LW,47,13,11,24,15,54,3.4,12,1,0,2,9,2,0,140,9.3,889,18:54,15,52,48,60,44.4
106,Bobby Butler\butlebo01,25,TOT,LW,34,4,7,11,-8,4,0.8,3,1,0,0,4,3,0,41,9.8,367,10:48,4,15,2,3,40.0
107,Chris Butler\butlech01,26,CGY,D,44,1,7,8,-10,19,0.9,0,0,1,0,7,0,0,40,2.5,750,17:02,74,53,0,0,
108,Dustin Byfuglien\byfugdu01,27,WPG,D,43,8,20,28,-1,34,4.7,4,4,0,2,14,6,0,142,5.6,1049,24:24,47,80,0,0,
109,Paul Byron\byronpa01,23,CGY,C,4,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,1,0.0,42,10:27,1,3,7,10,41.2
110,Ryan Callahan\callary01,27,NYR,RW,45,16,15,31,9,12,4.1,8,6,2,4,12,2,1,144,11.1,968,21:31,66,154,14,16,46.7
111,Matt Calvert\calvema01,23,CBJ,LW,42,9,7,16,-9,32,1.4,8,0,1,2,7,0,0,63,14.3,596,14:11,24,57,2,4,33.3
112,Mike Cammalleri\cammami01,30,CGY,C,44,13,19,32,-15,25,3.1,8,5,0,3,9,10,0,102,12.7,794,18:03,9,20,253,243,51.0
113,Brian Campbell\campbbr02,33,FLA,D,48,8,19,27,-22,12,3.9,2,6,0,2,8,11,0,70,11.4,1268,26:25,65,14,0,0,
114,Gregory Campbell\campbgr01,29,BOS,C,48,4,9,13,2,41,0.9,3,0,1,0,8,1,0,52,7.7,658,13:43,28,71,189,212,47.1
115,Daniel Carcillo\carcida01,28,CHI,LW,23,2,1,3,1,11,0.2,2,0,0,1,1,0,0,23,8.7,207,9:00,6,37,0,1,0.0
116,Matt Carkner\carknma01,32,NYI,D,22,0,2,2,-2,46,0.3,0,0,0,0,2,0,0,19,0.0,277,12:35,19,27,0,0,
117,Matt Carle\carlema01,28,TBL,D,48,5,17,22,1,4,3.4,3,2,0,0,14,3,0,66,7.6,1140,23:45,87,32,0,0,
118,John Carlson\carlsjo01,23,WSH,D,48,6,16,22,11,18,4.7,6,0,0,0,11,5,0,97,6.2,1105,23:01,123,59,1,0,100.0
119,Jordan Caron\caronjo01,22,BOS,RW,17,1,2,3,1,4,0.2,1,0,0,0,2,0,0,20,5.0,160,9:24,4,18,0,0,
120,Brett Carson\carsobr01,27,CGY,D,10,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,8,0.0,109,10:56,12,4,0,0,
121,Jeff Carter\carteje01,28,LAK,C,48,26,7,33,0,16,5.2,18,8,0,8,5,2,0,133,19.5,844,17:35,23,25,202,182,52.6
122,Ryan Carter\cartery01,29,NJD,C,44,6,9,15,-2,31,1.5,5,0,1,1,7,0,2,63,9.5,574,13:03,15,50,43,40,51.8
123,Michael Caruso\carusmi01,24,FLA,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,16,7:55,2,0,0,0,
124,Roman Cervenka\cervero01,27,CGY,C,39,9,8,17,-13,14,1.5,8,1,0,0,5,3,0,51,17.6,512,13:08,4,7,58,67,46.4
125,Zdeno Chara\charazd01,35,BOS,D,48,7,12,19,14,70,5.2,4,3,0,2,10,1,1,119,5.9,1197,24:56,64,101,0,1,0.0
126,Alex Chiasson\chiasal01,22,DAL,RW,7,6,1,7,3,0,1.4,5,1,0,1,1,0,0,13,46.2,99,14:05,2,10,5,13,27.8
127,Jason Chimera\chimeja01,33,WSH,LW,47,3,11,14,-5,48,0.5,3,0,0,0,11,0,0,92,3.3,596,12:40,12,73,21,15,58.3
128,Kyle Chipchura\chipcky01,26,PHX,C,46,5,9,14,1,50,1.3,5,0,0,0,9,0,0,37,13.5,446,9:42,7,61,126,135,48.3
129,Casey Cizikas\cizikca01,21,NYI,C,45,6,9,15,0,14,1.5,6,0,0,1,8,1,0,45,13.3,485,10:47,21,75,144,132,52.2
130,Brett Clark\clarkbr01,36,MIN,D,8,0,1,1,-9,0,-0.5,0,0,0,0,1,0,0,6,0.0,113,14:04,11,5,0,0,
131,David Clarkson\clarkda03,28,NJD,RW,48,15,9,24,-6,78,3.1,9,6,0,5,7,2,0,180,8.3,844,17:36,6,84,6,19,24.0
132,Dan Cleary\clearda01,34,DET,LW,48,9,6,15,-6,40,1.2,3,5,1,0,6,0,0,93,9.7,789,16:27,21,56,11,12,47.8
133,Kyle Clifford\cliffky01,22,LAK,LW,48,7,7,14,1,51,1.6,7,0,0,1,7,0,0,56,12.5,509,10:36,12,155,1,8,11.1
134,Grant Clitsome\clitsgr01,27,WPG,D,44,4,12,16,10,18,3.7,2,2,0,0,11,1,0,56,7.1,829,18:50,54,82,0,0,
135,Ryane Clowe\clowery01,30,TOT,LW,40,3,16,19,1,93,1.6,2,1,0,0,13,3,0,87,3.4,665,16:38,19,99,5,10,33.3
136,Rich Clune\cluneri01,25,NSH,LW,47,4,5,9,3,113,0.8,4,0,0,1,5,0,0,46,8.7,442,9:24,6,159,0,2,0.0
137,Cal Clutterbuck\cluttca01,25,MIN,RW,42,4,6,10,-5,27,0.4,4,0,0,1,5,0,1,87,4.6,577,13:44,17,155,1,1,50.0
138,Braydon Coburn\coburbr01,27,PHI,D,33,1,4,5,-10,41,0.7,1,0,0,0,4,0,0,38,2.6,746,22:37,61,76,0,0,
139,Andrew Cogliano\coglian01,25,ANA,C,48,13,10,23,14,6,3.3,11,0,2,1,10,0,0,79,16.5,738,15:22,24,40,32,60,34.8
140,Carlo Colaiacovo\colaica01,30,DET,D,6,0,1,1,-4,2,-0.1,0,0,0,0,0,1,0,12,0.0,113,18:55,10,12,0,0,
141,Joe Colborne\colbojo01,23,TOR,C,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,46,9:07,0,11,15,14,51.7
142,Erik Cole\coleer01,34,TOT,LW,47,9,4,13,-6,20,0.8,8,1,0,2,2,2,0,86,10.5,770,16:24,27,101,22,45,32.8
143,Ian Cole\coleia01,23,STL,D,15,0,1,1,-4,10,0.2,0,0,0,0,1,0,0,10,0.0,266,17:45,22,6,0,0,
144,Sean Collins\collise02,24,CBJ,C,5,0,0,0,-2,6,-0.2,0,0,0,0,0,0,0,0,,62,12:30,5,3,1,4,20.0
145,Blake Comeau\comeabl01,26,TOT,RW,42,6,6,12,-4,20,1.0,5,0,1,1,6,0,0,48,12.5,511,12:10,12,95,40,46,46.5
146,Cory Conacher\conacco01,23,TOT,LW,47,11,18,29,3,20,3.3,10,1,0,3,15,3,0,67,16.4,657,13:58,9,39,4,11,26.7
147,Erik Condra\condrer01,26,OTT,RW,48,4,8,12,3,34,0.9,4,0,0,0,8,0,0,73,5.5,632,13:10,32,12,8,13,38.1
148,Chris Conner\connech01,29,PHX,RW,12,1,1,2,3,2,0.2,1,0,0,0,1,0,0,15,6.7,137,11:23,5,15,0,2,0.0
149,Brett Connolly\connobr01,20,TBL,RW,5,1,0,1,-3,0,0.0,0,1,0,0,0,0,0,10,10.0,51,10:16,1,2,4,1,80.0
150,Matt Cooke\cookema01,34,PIT,LW,48,8,13,21,-2,36,1.7,8,0,0,1,13,0,0,61,13.1,706,14:43,41,97,3,11,21.4
151,Patrice Cormier\cormipa01,22,WPG,C,10,0,0,0,-3,7,-0.2,0,0,0,0,0,0,0,4,0.0,39,3:53,2,15,1,5,16.7
152,Frank Corrado\corrafr01,19,VAN,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,4,0.0,58,19:24,5,8,0,0,
153,Joe Corvo\corvojo01,35,CAR,D,40,6,11,17,-3,14,2.7,3,3,0,2,6,5,0,71,8.5,750,18:46,38,27,0,0,
154,Logan Couture\coutulo01,23,SJS,C,48,21,16,37,7,4,5.7,14,7,0,5,10,5,1,151,13.9,869,18:06,51,32,252,237,51.5
155,Sean Couturier\coutuse01,20,PHI,C,46,4,11,15,-8,10,0.6,4,0,0,0,7,4,0,75,5.3,731,15:53,27,31,243,310,43.9
156,Jared Cowen\cowenja01,22,OTT,D,7,1,0,1,1,10,0.5,1,0,0,0,0,0,0,8,12.5,142,20:17,10,26,0,0,
157,Charlie Coyle\coylech01,20,MIN,C,37,8,6,14,3,28,1.7,7,1,0,2,6,0,0,50,16.0,557,15:04,9,50,9,17,34.6
158,Joey Crabb\crabbjo01,29,WSH,RW,26,2,0,2,-1,8,-0.1,2,0,0,0,0,0,0,20,10.0,245,9:25,17,24,7,27,20.6
159,Adam Cracknell\crackad01,27,STL,RW,20,2,4,6,3,4,0.8,2,0,0,0,4,0,0,21,9.5,172,8:37,7,22,6,19,24.0
160,B.J. Crombeen\crombbj01,27,TBL,RW,44,1,7,8,4,112,0.2,1,0,0,0,7,0,0,50,2.0,488,11:05,15,44,4,16,20.0
161,Sidney Crosby\crosbsi01,25,PIT,C,36,15,41,56,26,16,7.5,12,3,0,1,27,14,0,124,12.1,760,21:06,18,21,453,381,54.3
162,Matt Cullen\cullema01,36,MIN,C,42,7,20,27,9,10,3.1,7,0,0,0,16,4,0,79,8.9,667,15:53,18,18,245,203,54.7
163,Mark Cundari\cundama01,22,CGY,D,4,1,2,3,-2,2,0.4,0,1,0,0,1,1,0,8,12.5,79,19:46,4,15,0,0,
164,Matt D'Agostini\dagosma01,26,TOT,RW,29,3,3,6,-5,8,0.3,3,0,0,0,2,1,0,33,9.1,357,12:19,12,21,5,13,27.8
165,Stephane Da Costa\dacosst01,23,OTT,RW,9,1,1,2,-3,0,0.0,1,0,0,0,0,1,0,15,6.7,107,11:52,1,8,39,25,60.9
166,Trevor Daley\daleytr01,29,DAL,D,44,4,9,13,1,14,2.7,2,2,0,0,7,1,1,58,6.9,942,21:25,69,27,0,0,
167,Zac Dalpe\dalpeza01,23,CAR,C,10,1,2,3,-7,0,-0.1,1,0,0,0,2,0,0,18,5.6,123,12:18,4,14,1,2,33.3
168,Pavel Datsyuk\datsypa01,34,DET,C,47,15,34,49,21,14,6.5,7,8,0,6,23,8,3,107,14.0,949,20:11,30,31,488,399,55.0
169,Kaspars Daugavins\daugaka01,24,TOT,LW,25,1,3,4,-8,9,-0.2,1,0,0,0,2,1,0,36,2.8,275,11:01,10,23,9,9,50.0
170,Danny DeKeyser\dekeyda01,22,DET,D,11,0,1,1,4,2,0.7,0,0,0,0,1,0,0,15,0.0,199,18:03,9,9,0,0,
171,Michael Del Zotto\delzomi01,22,NYR,D,46,3,18,21,6,18,4.2,2,0,1,0,10,8,0,81,3.7,1066,23:10,64,77,0,0,
172,Jason Demers\demerja01,24,SJS,D,22,1,2,3,-4,10,0.7,1,0,0,0,2,0,0,27,3.7,410,18:38,24,32,0,0,
173,David Desharnais\deshada01,26,MTL,C,48,10,18,28,-2,26,2.6,8,2,0,3,13,5,0,66,15.2,790,16:28,18,26,382,382,50.0
174,Andrew Desjardins\desjaan01,26,SJS,C,42,2,1,3,-6,61,-0.3,2,0,0,0,1,0,0,51,3.9,425,10:07,27,53,39,33,54.2
175,Simon Despres\desprsi01,21,PIT,D,33,2,5,7,9,20,1.9,2,0,0,0,4,1,0,33,6.1,499,15:07,31,48,0,0,
176,Raphael Diaz\diazra01,27,MTL,D,23,1,13,14,4,6,2.3,1,0,0,0,5,8,0,34,2.9,473,20:33,44,11,0,0,
177,Brenden Dillon\dillobr01,22,DAL,D,48,3,5,8,1,65,2.1,3,0,0,1,5,0,0,75,4.0,1026,21:23,74,133,0,0,
178,Shane Doan\doansh01,36,PHX,RW,48,13,14,27,6,37,3.1,13,0,0,2,11,3,0,129,10.1,867,18:03,10,118,4,11,26.7
179,Derek Dorsett\dorsede01,26,CBJ,RW,24,3,6,9,-11,53,0.2,3,0,0,0,6,0,0,38,7.9,384,15:59,10,55,13,10,56.5
180,Drew Doughty\doughdr01,23,LAK,D,48,6,16,22,4,36,4.9,3,3,0,0,9,7,0,114,5.3,1267,26:24,46,128,0,0,
181,Jake Dowell\dowelja01,27,MIN,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,17,8:33,0,2,2,1,66.7
182,Steve Downie\downist01,25,COL,RW,2,0,1,1,1,6,0.1,0,0,0,0,1,0,0,2,0.0,18,8:54,1,5,1,0,100.0
183,Nick Drazenovic\drazeni01,26,CBJ,C,8,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,5,0.0,79,9:56,1,8,29,25,53.7
184,Davis Drewiske\drewida01,28,TOT,D,29,2,5,7,3,14,1.7,1,1,0,0,5,0,0,28,7.1,441,15:12,35,21,1,0,100.0
185,Brandon Dubinsky\dubinbr01,26,CBJ,C,29,2,18,20,2,76,1.7,1,1,0,0,11,6,1,50,4.0,534,18:24,17,64,256,183,58.3
186,Matt Duchene\duchema01,22,COL,C,47,17,26,43,-12,12,4.5,15,2,0,3,18,7,1,132,12.9,983,20:55,47,48,488,405,54.6
187,Gabriel Dumont\dumonga01,22,MTL,C,10,1,2,3,1,13,0.3,1,0,0,0,2,0,0,20,5.0,97,9:41,6,21,29,17,63.0
188,Pascal Dupuis\dupuipa01,33,PIT,LW,48,20,18,38,31,26,6.1,17,2,1,2,17,1,0,140,14.3,840,17:30,36,83,27,30,47.4
189,Radek Dvorak\dvorara01,35,ANA,RW,9,4,0,4,2,2,0.8,4,0,0,1,0,0,0,17,23.5,118,13:08,1,2,0,2,0.0
190,Patrick Dwyer\dwyerpa01,29,CAR,RW,46,8,8,16,-7,12,1.1,6,1,1,0,8,0,0,93,8.6,710,15:26,28,57,17,30,36.2
191,David Dziurzynski\dziurda01,23,OTT,C,12,2,0,2,-1,13,0.2,2,0,0,0,0,0,0,20,10.0,151,12:33,3,29,3,1,75.0
192,Ben Eager\eagerbe01,29,EDM,LW,14,1,1,2,-4,25,-0.1,1,0,0,0,1,0,0,14,7.1,135,9:40,6,40,0,0,
193,Cody Eakin\eakinco01,21,DAL,C,48,7,17,24,1,31,2.2,4,3,0,1,17,0,0,67,10.4,724,15:05,29,71,304,322,48.6
194,Mark Eaton\eatonma01,35,PIT,D,23,0,0,0,9,4,0.8,0,0,0,0,0,0,0,8,0.0,414,17:59,33,9,0,0,
195,Patrick Eaves\eavespa01,28,DET,RW,34,2,6,8,-1,4,0.5,2,0,0,1,5,1,0,42,4.8,360,10:35,11,40,7,4,63.6
196,Andrew Ebbett\ebbetan01,30,VAN,C,28,1,5,6,-1,4,0.2,1,0,0,0,5,0,0,23,4.3,345,12:19,15,17,106,161,39.7
197,Jordan Eberle\eberljo01,22,EDM,C,48,16,21,37,-4,16,4.2,13,3,0,3,15,6,0,133,12.0,912,19:00,16,31,8,11,42.1
198,Alexander Edler\edleral01,26,VAN,D,45,8,14,22,-5,37,4.0,3,5,0,0,9,5,0,113,7.1,1073,23:51,81,77,1,0,100.0
199,Christian Ehrhoff\ehrhoch01,30,BUF,D,47,5,17,22,6,34,4.3,4,1,0,2,9,8,0,102,4.9,1184,25:11,81,38,0,0,
200,Mattias Ekholm\ekholma01,22,NSH,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,16,16:05,0,0,0,0,
201,Oliver Ekman-Larsson\ekmanol01,21,PHX,D,48,3,21,24,5,26,4.3,3,0,0,1,13,8,0,101,3.0,1205,25:06,40,73,0,0,
202,Patrik Elias\eliaspa01,36,NJD,LW,48,14,22,36,5,22,4.8,8,5,1,0,13,9,0,118,11.9,899,18:43,14,20,71,92,43.6
203,Lars Eller\ellerla01,23,MTL,C,46,8,22,30,8,45,3.3,7,1,0,1,18,4,0,84,9.5,682,14:50,33,86,267,275,49.3
204,Keaton Ellerby\ellerke01,24,TOT,D,44,0,3,3,3,52,1.3,0,0,0,0,3,0,0,23,0.0,637,14:29,43,74,0,0,
205,Stefan Elliott\elliost01,22,COL,D,18,1,3,4,-3,2,0.6,1,0,0,0,2,1,0,35,2.9,315,17:30,18,10,0,0,
206,Matt Ellis\ellisma01,31,BUF,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,8,0.0,37,6:12,3,0,15,21,41.7
207,Ryan Ellis\ellisry01,22,NSH,D,32,2,4,6,-2,15,1.3,0,2,0,0,4,0,0,48,4.2,524,16:23,29,22,0,0,
208,Alexei Emelin\emelial01,26,MTL,D,38,3,9,12,2,33,2.4,3,0,0,0,9,0,0,33,9.1,747,19:40,47,109,0,0,
209,Steve Eminger\emingst01,29,NYR,D,35,0,3,3,9,8,1.5,0,0,0,0,3,0,0,22,0.0,456,13:02,41,53,0,0,
210,Cory Emmerton\emmerco01,24,DET,C,48,5,3,8,-1,4,0.6,5,0,0,0,2,1,0,55,9.1,519,10:49,26,28,187,226,45.3
211,Deryk Engelland\engelde01,30,PIT,D,42,0,6,6,5,54,1.2,0,0,0,0,6,0,0,31,0.0,585,13:55,57,70,0,0,
212,Tyler Ennis\ennisty01,23,BUF,C,47,10,21,31,-14,16,2.5,8,2,0,0,9,12,0,108,9.3,840,17:53,25,28,158,219,41.9
213,Toby Enström\enstrto01,28,WPG,D,22,4,11,15,-8,8,1.8,3,1,0,2,4,6,1,21,19.0,496,22:31,38,9,0,0,
214,Martin Erat\eratma01,31,TOT,LW,45,5,19,24,-7,30,1.6,4,1,0,2,12,7,0,69,7.2,806,17:55,12,48,32,30,51.6
215,Jonathan Ericsson\ericsjo01,28,DET,D,45,3,10,13,6,29,3.5,3,0,0,1,10,0,0,34,8.8,960,21:19,40,67,0,0,
216,Loui Eriksson\erikslo01,27,DAL,LW,48,12,17,29,-9,8,2.4,9,2,1,3,9,8,0,104,11.5,966,20:07,18,6,9,25,26.5
217,Tim Erixon\erixoti01,21,CBJ,D,31,0,5,5,4,14,1.5,0,0,0,0,3,2,0,21,0.0,487,15:42,35,20,0,0,
218,John Erskine\erskijo01,32,WSH,D,30,3,3,6,10,34,2.2,3,0,0,0,3,0,0,32,9.4,554,18:28,62,91,0,0,
219,Emerson Etem\etemem01,20,ANA,RW,38,3,7,10,7,9,0.9,3,0,0,0,5,0,2,48,6.3,436,11:28,20,43,2,3,40.0
220,Justin Falk\falkju01,24,MIN,D,36,0,3,3,-9,40,0.2,0,0,0,0,3,0,0,27,0.0,476,13:13,39,53,0,0,
221,Justin Faulk\faulkju01,20,CAR,D,38,5,10,15,1,15,2.8,3,1,1,0,8,2,0,76,6.6,912,24:00,47,63,0,0,
222,Mark Fayne\faynema01,25,NJD,D,31,1,5,6,6,16,2.1,0,0,1,0,5,0,0,34,2.9,561,18:06,40,25,0,0,
223,Ruslan Fedotenko\fedotru01,34,PHI,LW,47,4,9,13,8,12,1.3,4,0,0,1,8,0,1,43,9.3,591,12:34,34,52,67,119,36.0
224,Eric Fehr\fehrer01,27,WSH,RW,41,9,8,17,14,10,2.4,6,2,1,2,7,1,0,72,12.5,548,13:22,22,36,0,4,0.0
225,Andrew Ference\ferenan01,33,BOS,D,48,4,9,13,9,35,3.5,4,0,0,0,8,0,1,66,6.1,936,19:29,60,89,0,0,
226,Benn Ferriero\ferribe01,25,NYR,C,4,0,1,1,0,0,0.1,0,0,0,0,1,0,0,4,0.0,38,9:37,2,4,2,7,22.2
227,Vernon Fiddler\fiddlve01,32,DAL,C,46,4,13,17,3,48,1.4,3,1,0,0,11,1,1,56,7.1,591,12:51,28,34,319,300,51.5
228,Valtteri Filppula\filppva01,28,DET,C,41,9,8,17,-4,6,1.6,6,3,0,0,8,0,0,78,11.5,729,17:47,12,16,179,144,55.4
229,Joe Finley\finlejo01,25,NYI,D,16,0,1,1,-5,20,-0.2,0,0,0,0,1,0,0,2,0.0,191,11:57,15,24,0,1,0.0
230,Mike Fisher\fishemi01,32,NSH,C,38,10,11,21,6,27,2.5,9,1,0,0,6,5,0,68,14.7,740,19:28,46,67,275,288,48.8
231,Mark Fistric\fistrma01,26,EDM,D,25,0,6,6,6,32,1.6,0,0,0,0,6,0,0,9,0.0,383,15:20,53,88,0,0,
232,Tomas Fleischmann\fleisto01,28,FLA,LW,48,12,23,35,-10,16,3.6,9,2,1,2,12,11,0,121,9.9,899,18:44,10,29,10,10,50.0
233,Brian Flynn\flynnbr01,24,BUF,RW,26,6,5,11,6,0,1.5,5,0,1,1,5,0,0,49,12.2,382,14:41,20,10,24,36,40.0
234,Marcus Foligno\foligma01,21,BUF,LW,47,5,13,18,-4,41,1.2,4,1,0,0,9,3,1,55,9.1,640,13:38,16,108,45,30,60.0
235,Nick Foligno\foligni01,25,CBJ,LW,45,6,13,19,6,28,1.8,5,1,0,2,11,2,0,69,8.7,744,16:31,33,99,3,6,33.3
236,Filip Forsberg\forsbfi01,18,NSH,C,5,0,1,1,-5,0,-0.2,0,0,0,0,1,0,0,14,0.0,77,15:29,0,3,0,1,0.0
237,Kurtis Foster\fosteku01,31,PHI,D,23,1,4,5,0,25,1.0,0,1,0,0,4,0,0,21,4.8,301,13:05,16,16,0,0,
238,Cam Fowler\fowleca01,21,ANA,D,37,1,10,11,-4,4,1.5,0,1,0,0,5,5,0,50,2.0,756,20:26,41,19,0,0,
239,Cody Franson\fransco01,25,TOR,D,45,4,25,29,4,8,4.6,1,3,0,0,15,10,0,70,5.7,845,18:47,59,124,0,0,
240,Johan Franzén\franzjo01,33,DET,C,41,14,17,31,13,41,4.4,8,6,0,1,11,6,0,116,12.1,742,18:05,17,43,30,32,48.4
241,Colin Fraser\fraseco01,28,LAK,C,34,2,5,7,-4,25,0.3,2,0,0,0,5,0,0,19,10.5,319,9:22,11,71,78,90,46.4
242,Mark Fraser\frasema01,26,TOR,D,45,0,8,8,18,85,2.9,0,0,0,0,8,0,0,33,0.0,763,16:57,102,153,0,0,
