Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
353,Jayce Hawryluk\hawryja01,25,VAN,C,30,2,3,5,-7,9,0.0,2,0,0,1,3,0,0,18,11.1,289,9:38,11,43,1,1,50.0
354,John Hayden\haydejo01,25,ARI,C,29,2,3,5,-4,37,0.2,2,0,0,2,3,0,0,21,9.5,285,9:49,16,84,4,9,30.8
355,Kevin Hayes\hayeske01,28,PHI,RW,55,12,19,31,-2,22,2.5,9,3,0,2,13,6,0,127,9.4,964,17:31,14,60,234,244,49.0
356,Barrett Hayton\haytoba01,20,ARI,C,14,2,1,3,-1,0,0.2,2,0,0,0,1,0,0,10,20.0,161,11:29,3,15,40,40,50.0
357,Victor Hedman\hedmavi01,30,TBL,D,54,9,36,45,5,28,7.3,8,1,0,2,13,23,0,136,6.6,1352,25:03,73,51,0,0,
358,Danton Heinen\heineda01,25,ANA,C,43,7,7,14,-9,0,0.9,6,1,0,1,7,0,0,76,9.2,635,14:46,30,32,1,6,14.3
359,Ville Heinola\heinovi01,19,WPG,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,9,0.0,78,15:32,9,2,0,0,
360,Miro Heiskanen\heiskmi01,21,DAL,D,55,8,19,27,-9,12,4.6,5,3,0,1,11,8,0,121,6.6,1373,24:58,52,47,0,0,
361,Darren Helm\helmda01,34,DET,C,47,3,5,8,-3,10,0.0,3,0,0,0,5,0,0,83,3.6,690,14:41,20,39,6,3,66.7
362,Adam Henrique\henriad01,30,ANA,C,45,12,9,21,-8,11,2.1,11,1,0,2,7,1,1,77,15.6,722,16:02,32,40,303,244,55.4
363,Aleksi Heponiemi\heponal01,22,FLA,C,9,1,1,2,1,2,0.1,1,0,0,1,1,0,0,15,6.7,110,12:14,1,0,0,0,
364,Tomas Hertl\hertlto01,27,SJS,C,50,19,24,43,1,27,5.1,14,4,1,2,18,6,0,112,17.0,957,19:08,39,39,486,394,55.2
365,Thomas Hickey\hicketh01,31,NYI,D,5,0,2,2,5,0,0.7,0,0,0,0,2,0,0,2,0.0,81,16:16,3,10,0,0,
366,Matthew Highmore\highmma01,24,TOT,LW,42,3,4,7,-5,8,0.1,3,0,0,1,4,0,0,40,7.5,489,11:38,21,43,5,5,50.0
367,Vinnie Hinostroza\hinosvi01,26,TOT,C,26,4,8,12,0,8,1.1,4,0,0,0,8,0,0,33,12.1,319,12:16,3,37,3,17,15.0
368,Roope Hintz\hintzro01,24,DAL,LW,41,15,28,43,13,4,5.3,9,6,0,1,16,12,0,92,16.3,748,18:14,15,52,231,238,49.3
369,Taro Hirose\hirosta01,24,DET,LW,6,0,2,2,2,0,0.2,0,0,0,0,2,0,0,10,0.0,86,14:22,2,1,1,1,50.0
370,Nico Hischier\hischni01,22,NJD,C,21,6,5,11,-9,4,0.7,2,3,1,0,4,1,0,44,13.6,389,18:31,20,11,203,158,56.2
371,Niklas Hjalmarsson\hjalmni01,33,ARI,D,41,0,5,5,-6,18,1.0,0,0,0,0,5,0,0,29,0.0,712,17:22,69,15,0,0,
372,Mike Hoffman\hoffmmi02,31,STL,C,52,17,19,36,2,10,4.1,10,7,0,3,9,10,0,113,15.0,783,15:04,12,29,6,3,66.7
373,Nils Hoglander\hoglani01,20,VAN,LW,56,13,14,27,-4,16,2.8,12,1,0,1,14,0,0,118,11.0,865,15:27,19,26,1,1,50.0
374,Nick Holden\holdeni01,33,VEG,D,17,0,2,2,3,2,0.6,0,0,0,0,2,0,0,23,0.0,269,15:51,20,28,0,0,
375,Justin Holl\hollju01,29,TOR,D,55,2,18,20,16,25,3.9,2,0,0,1,17,0,1,57,3.5,1158,21:04,84,82,0,0,
376,Patric Hornqvist\hornqpa01,34,FLA,RW,44,14,18,32,-3,39,3.3,6,8,0,2,14,4,0,145,9.7,738,16:47,23,80,2,12,14.3
377,Bo Horvat\horvabo01,25,VAN,C,56,19,20,39,-6,23,4.2,11,7,1,3,16,4,0,131,14.5,1114,19:53,38,64,648,577,52.9
378,Brett Howden\howdebr01,22,NYR,C,42,1,6,7,-2,11,-0.2,1,0,0,0,5,0,1,33,3.0,528,12:34,35,57,118,135,46.6
379,Filip Hronek\hronefi01,23,DET,D,56,2,24,26,-18,16,3.2,2,0,0,0,13,11,0,114,1.8,1310,23:23,46,67,0,0,
380,Jonathan Huberdeau\huberjo01,27,FLA,LW,55,20,41,61,12,36,7.1,15,5,0,1,22,19,0,122,16.4,1013,18:25,11,51,17,22,43.6
381,Cameron Hughes\hugheca01,24,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,16:05,1,2,5,7,41.7
382,Jack Hughes\hugheja03,19,NJD,C,56,11,20,31,-3,16,2.3,10,1,0,1,14,6,0,142,7.7,1068,19:04,15,15,216,395,35.4
383,Quinn Hughes\hughequ01,21,VAN,D,56,3,38,41,-24,22,4.2,3,0,0,0,19,19,0,98,3.1,1277,22:48,43,18,0,0,
384,Brad Hunt\huntbr01,32,MIN,D,12,1,0,1,-8,4,-0.3,1,0,0,1,0,0,0,14,7.1,148,12:20,6,4,0,0,
385,Dryden Hunt\huntdr01,25,ARI,LW,26,3,5,8,-6,4,0.5,3,0,0,0,5,0,0,39,7.7,311,11:58,5,94,4,9,30.8
386,Ben Hutton\huttobe01,27,TOT,D,38,1,4,5,-13,11,0.4,1,0,0,0,4,0,0,54,1.9,701,18:28,39,44,0,0,
387,Zach Hyman\hymanza01,28,TOR,C,43,15,18,33,19,28,4.0,12,3,0,4,16,2,0,115,13.0,833,19:22,21,69,18,37,32.7
388,Alex Iafallo\iafalal01,27,LAK,C,55,13,17,30,-8,4,2.7,9,4,0,2,13,4,0,118,11.0,1094,19:53,39,26,2,5,28.6
389,Matt Irwin\irwinma01,33,BUF,D,24,0,2,2,-10,19,0.0,0,0,0,0,2,0,0,27,0.0,390,16:15,43,56,0,0,
390,Mark Jankowski\jankoma01,26,PIT,C,45,4,7,11,4,6,0.8,4,0,0,0,7,0,0,35,11.4,482,10:43,21,35,151,172,46.7
391,Mattias Janmark\janmama02,28,TOT,C,56,11,13,24,-12,10,1.6,6,4,1,0,10,3,0,95,11.6,957,17:06,14,26,21,44,32.3
392,Calle Jarnkrok\jarnkca01,29,NSH,C,49,13,15,28,13,14,3.5,10,2,1,2,9,6,0,91,14.3,823,16:48,15,30,41,54,43.2
393,Christian Jaros\jarosch01,24,SJS,D,7,0,1,1,-4,2,-0.1,0,0,0,0,1,0,0,3,0.0,78,11:11,8,9,0,0,
394,Tanner Jeannot\jeannta01,23,NSH,F,15,5,2,7,6,2,1.2,4,0,1,0,1,0,1,23,21.7,182,12:08,7,53,1,2,33.3
395,Jan Jenik\jenikja01,20,ARI,RW,2,2,0,2,3,0,0.5,2,0,0,0,0,0,0,3,66.7,24,12:05,0,2,12,11,52.2
396,Boone Jenner\jennebo01,27,CBJ,C,41,8,9,17,-9,6,1.1,6,1,1,0,9,0,0,79,10.1,738,18:00,53,76,301,245,55.1
397,Nick Jensen\jenseni02,30,WSH,D,53,2,12,14,5,14,2.5,2,0,0,0,12,0,0,60,3.3,917,17:18,65,56,0,0,
398,Ryan Johansen\johanry01,28,NSH,C,48,7,15,22,0,22,1.8,4,3,0,0,11,4,0,67,10.4,813,16:57,16,43,424,398,51.6
399,Marcus Johansson\johanma03,30,MIN,C,36,6,8,14,-10,4,0.6,4,2,0,3,4,4,0,46,13.0,574,15:56,12,12,32,53,37.6
400,Erik Johnson\johnser01,32,COL,D,4,0,1,1,2,2,0.3,0,0,0,0,1,0,0,5,0.0,54,13:26,5,7,0,0,
401,Jack Johnson\johnsja02,34,NYR,D,13,1,0,1,-5,8,0.0,1,0,0,0,0,0,0,13,7.7,221,16:58,15,30,0,0,
402,Luke Johnson\johnslu01,26,MIN,C,14,1,0,1,-5,5,-0.3,1,0,0,0,0,0,0,11,9.1,141,10:06,4,29,44,43,50.6
403,Reese Johnson\johnsre01,22,CHI,F,5,0,0,0,-2,9,-0.1,0,0,0,0,0,0,0,4,0.0,40,7:57,2,22,0,1,0.0
404,Tyler Johnson\johnsty01,30,TBL,C,55,8,14,22,-1,16,1.8,6,2,0,1,13,1,0,77,10.4,752,13:40,15,63,170,140,54.8
405,Andreas Johnsson\johnsan01,26,NJD,LW,50,5,6,11,-1,12,0.4,4,1,0,0,6,0,0,65,7.7,697,13:56,17,39,11,17,39.3
406,Ross Johnston\johnsro02,26,NYI,LW,12,0,1,1,-3,35,-0.2,0,0,0,0,1,0,0,5,0.0,105,8:44,6,43,1,3,25.0
407,Henri Jokiharju\jokihhe01,21,BUF,D,46,3,5,8,-11,4,1.6,3,0,0,0,5,0,0,50,6.0,846,18:23,53,47,0,0,
408,Caleb Jones\jonesca01,23,EDM,D,33,0,4,4,-7,6,0.3,0,0,0,0,4,0,0,23,0.0,449,13:36,35,27,0,0,
409,Max Jones\jonesma03,22,ANA,LW,46,7,4,11,-9,36,0.6,5,2,0,1,3,1,0,77,9.1,652,14:10,11,100,5,5,50.0
410,Seth Jones\jonesse01,26,CBJ,D,56,5,23,28,-18,26,3.7,3,2,0,1,17,6,0,141,3.5,1413,25:14,101,102,0,0,
411,Zachary Jones\jonesza01,20,NYR,D,10,0,4,4,-2,2,0.4,0,0,0,0,3,1,0,12,0.0,150,14:59,8,8,0,0,
412,Mathieu Joseph\josepma01,23,TBL,RW,56,12,7,19,3,10,2.3,11,1,0,2,6,1,0,59,20.3,612,10:56,15,82,43,69,38.4
413,Pierre-Olivier Joseph\joseppi01,21,PIT,D,16,1,4,5,1,6,0.8,1,0,0,0,4,0,0,27,3.7,269,16:47,7,22,0,0,
414,Dakota Joshua\joshuda01,24,STL,C,12,1,0,1,-3,7,-0.1,1,0,0,0,0,0,0,9,11.1,108,8:58,2,23,37,27,57.8
415,Roman Josi\josiro01,30,NSH,D,48,8,25,33,-11,20,4.6,7,1,0,3,11,13,1,141,5.7,1169,24:21,83,27,0,0,
416,Tyson Jost\jostty01,22,COL,C,54,7,10,17,14,24,1.6,7,0,0,1,10,0,0,92,7.6,763,14:07,19,45,162,184,46.8
417,Olli Juolevi\juoleol01,22,VAN,D,23,2,1,3,-1,0,0.8,2,0,0,0,1,0,0,24,8.3,304,13:13,30,23,0,0,
418,Tomas Jurco\jurcoto01,28,VEG,RW,8,0,1,1,0,0,0.0,0,0,0,0,1,0,0,11,0.0,72,8:58,2,4,0,1,0.0
419,Noah Juulsen\juulsno01,23,FLA,D,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,0.0,48,11:58,4,9,0,0,
420,Nazem Kadri\kadrina01,30,COL,C,56,11,21,32,-7,34,2.5,8,3,0,3,15,6,0,170,6.5,922,16:28,19,36,392,351,52.8
421,Dominik Kahun\kahundo01,25,EDM,C,48,9,6,15,-3,2,1.3,9,0,0,2,5,1,0,69,13.0,615,12:49,12,13,16,14,53.3
422,Kaapo Kakko\kakkoka01,19,NYR,RW,48,9,8,17,3,10,1.6,7,2,0,0,7,1,0,81,11.1,689,14:21,16,14,3,4,42.9
423,Arthur Kaliyev\kaliyar01,19,LAK,RW,1,1,0,1,-1,0,0.2,1,0,0,0,0,0,0,1,100.0,15,14:42,1,0,0,0,
424,Wyatt Kalynuk\kalynwy01,23,CHI,D,21,4,5,9,-6,4,1.2,4,0,0,0,5,0,0,26,15.4,342,16:16,21,25,0,0,
425,David Kampf\kampfda01,26,CHI,C,56,1,11,12,-3,20,-0.1,1,0,0,0,11,0,0,63,1.6,821,14:40,14,45,410,367,52.8
426,Steven Kampfer\kampfst01,32,BOS,D,20,2,3,5,3,4,1.4,1,1,0,0,3,0,0,28,7.1,334,16:42,24,20,0,0,
427,Evander Kane\kaneev01,29,SJS,LW,56,22,27,49,-1,42,5.6,17,3,2,2,21,4,2,194,11.3,1131,20:12,22,97,23,34,40.4
428,Patrick Kane\kanepa01,32,CHI,RW,56,15,51,66,-7,14,6.1,12,3,0,3,32,19,0,191,7.9,1245,22:14,15,13,2,5,28.6
429,Kasperi Kapanen\kapanka01,24,PIT,RW,40,11,19,30,15,7,3.6,10,1,0,3,16,3,0,68,16.2,621,15:32,8,41,0,1,0.0
430,Kirill Kaprizov\kapriki01,23,MIN,LW,55,27,24,51,10,16,6.7,19,8,0,3,19,5,0,157,17.2,1006,18:18,18,29,3,21,12.5
431,Erik Karlsson\karlser01,30,SJS,D,52,8,14,22,-18,18,2.9,5,3,0,1,8,5,1,110,7.3,1227,23:36,69,20,0,0,
432,William Karlsson\karlswi01,28,VEG,C,56,14,25,39,19,4,4.3,13,1,0,4,17,7,1,111,12.6,1045,18:40,29,29,518,441,54.0
433,David Kase\kaseda01,24,PHI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:58,1,0,0,0,
434,Ondrej Kase\kaseon01,25,BOS,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,26,8:30,1,1,0,0,
435,Zack Kassian\kassiza01,30,EDM,RW,27,2,3,5,-4,15,0.0,2,0,0,0,3,0,0,18,11.1,320,11:51,3,73,0,2,0.0
436,Martin Kaut\kautma01,21,COL,RW,5,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0.0,40,8:00,1,6,0,0,
437,Joey Keane\keanejo01,21,CAR,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,19:34,0,2,0,0,
438,Brady Keeper\keepebr01,24,FLA,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,9:28,0,1,0,0,
439,Duncan Keith\keithdu01,37,CHI,D,54,4,11,15,-13,30,2.1,3,1,0,1,6,5,0,110,3.6,1264,23:25,91,33,0,0,
440,Clayton Keller\kellecl01,22,ARI,C,56,14,21,35,-5,18,3.5,10,4,0,3,15,6,0,124,11.3,933,16:40,14,20,19,22,46.3
441,Joel Kellman\kellmjo01,26,SJS,F,7,1,1,2,-1,6,0.2,1,0,0,0,1,0,0,13,7.7,75,10:41,2,5,27,28,49.1
442,Parker Kelly\kellypa01,21,OTT,F,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100.0,8,7:32,0,4,1,0,100.0
443,Adrian Kempe\kempead01,24,LAK,LW,56,14,15,29,-18,28,2.5,9,4,1,2,5,10,0,127,11.0,948,16:56,21,47,27,41,39.7
444,Alexander Kerfoot\kerfoal01,26,TOR,C,56,8,15,23,2,12,1.7,7,0,1,1,13,2,0,68,11.8,809,14:27,34,41,124,180,40.8
445,Tanner Kero\kerota01,28,DAL,RW,39,3,7,10,0,6,0.7,3,0,0,2,5,2,0,39,7.7,413,10:36,14,31,24,14,63.2
446,Phil Kessel\kesseph01,33,ARI,RW,56,20,23,43,-17,12,4.5,16,4,0,3,14,9,0,115,17.4,957,17:05,9,8,1,3,25.0
447,Jujhar Khaira\khairju01,26,EDM,LW,40,3,8,11,-1,42,0.6,3,0,0,2,8,0,0,41,7.3,482,12:03,21,151,171,207,45.2
448,Matt Kiersted\kiersma01,22,FLA,D,7,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,6,0.0,106,15:10,10,1,0,0,
449,Alex Killorn\killoal01,31,TBL,C,56,15,18,33,-1,37,3.3,10,5,0,1,13,4,1,121,12.4,1003,17:54,12,59,1,2,33.3
450,Joel Kiviranta\kivirjo01,24,DAL,F,26,6,5,11,3,6,1.4,5,1,0,0,5,0,0,31,19.4,317,12:10,11,40,1,6,14.3
451,John Klingberg\klingjo01,28,DAL,D,53,7,29,36,-15,23,4.7,5,2,0,1,14,15,0,108,6.5,1203,22:42,52,49,0,0,
452,Nikolai Knyzhov\knyzhni01,22,SJS,D,56,2,8,10,-10,39,1.3,2,0,0,1,8,0,0,51,3.9,938,16:45,54,84,0,0,
453,Slater Koekkoek\koekksl01,26,EDM,D,18,1,0,1,-7,2,-0.1,1,0,0,0,0,0,0,17,5.9,237,13:10,31,10,0,0,
454,Mikko Koivu\koivumi01,37,CBJ,C,7,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,3,33.3,87,12:28,1,10,32,38,45.7
455,Keegan Kolesar\koleske01,23,VEG,RW,44,3,10,13,-4,30,0.7,3,0,0,0,10,0,0,46,6.5,420,9:33,15,107,62,73,45.9
456,Leo Komarov\komarle01,34,NYI,C,33,1,7,8,7,15,0.6,1,0,0,1,6,0,1,27,3.7,423,12:50,11,83,26,41,38.8
457,Travis Konecny\konectr01,23,PHI,C,50,11,23,34,-5,26,2.9,7,4,0,1,16,7,0,100,11.0,795,15:54,16,55,6,12,33.3
458,Anze Kopitar\kopitan01,33,LAK,C,56,13,37,50,-7,10,4.7,10,3,0,4,17,20,0,118,11.0,1186,21:11,37,45,661,493,57.3
459,Klim Kostin\kostikl01,21,STL,C,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,0,,28,13:48,0,9,0,0,
460,Jesperi Kotkaniemi\kotkaje01,20,MTL,C,56,5,15,20,-1,12,1.2,5,0,0,1,11,4,0,87,5.7,829,14:48,27,84,263,286,47.9
461,Vitali Kravtsov\kravtvi01,21,NYR,RW,20,2,2,4,-6,4,0.0,2,0,0,0,2,0,0,23,8.7,248,12:24,6,7,0,2,0.0
462,Peyton Krebs\krebspe01,20,VEG,C,4,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,46,11:26,1,4,6,3,66.7
463,Chris Kreider\kreidch01,29,NYR,LW,50,20,10,30,-1,34,3.6,9,11,0,4,7,3,0,102,19.6,870,17:24,35,115,30,45,40.0
464,David Krejci\krejcda01,34,BOS,C,51,8,36,44,16,16,4.7,5,3,0,1,23,13,0,83,9.6,874,17:08,26,25,321,271,54.2
465,Torey Krug\krugto01,29,STL,D,51,2,30,32,11,25,5.2,1,1,0,0,18,12,0,111,1.8,1150,22:33,57,51,0,0,
466,Dominik Kubalík\kubaldo01,25,CHI,LW,56,17,21,38,-3,18,4.2,13,4,0,1,11,10,0,156,10.9,869,15:31,17,57,0,3,0.0
467,Karson Kuhlman\kuhlmka01,25,BOS,C,20,2,0,2,-6,0,-0.1,2,0,0,0,0,0,0,31,6.5,213,10:39,4,27,2,2,50.0
468,Dean Kukan\kukande01,27,CBJ,D,35,1,4,5,-3,10,1.0,1,0,0,0,4,0,0,29,3.4,497,14:11,38,36,0,0,
469,Brett Kulak\kulakbr01,27,MTL,D,46,2,6,8,3,20,1.9,2,0,0,0,6,0,0,57,3.5,741,16:06,54,28,0,0,
470,Dmitry Kulikov\kulikdm01,30,TOT,D,48,0,4,4,-3,28,0.9,0,0,0,0,4,0,0,51,0.0,920,19:10,49,93,0,0,
471,Luke Kunin\kuninlu01,23,NSH,C,38,10,9,19,3,13,2.3,10,0,0,2,9,0,0,71,14.1,532,13:59,20,84,15,30,33.3
472,Janne Kuokkanen\kuokkja01,22,NJD,C,50,8,17,25,-11,14,1.7,7,1,0,1,14,3,0,61,13.1,739,14:46,19,10,1,8,11.1
473,Rasmus Kupari\kuparra01,20,LAK,C,7,1,0,1,-5,2,-0.1,1,0,0,0,0,0,0,8,12.5,80,11:28,3,7,35,30,53.8
474,Sean Kuraly\kuralse01,28,BOS,C,47,4,5,9,-10,20,-0.1,4,0,0,2,4,0,1,88,4.5,661,14:04,21,99,229,170,57.4
475,Philipp Kurashev\kurasph01,21,CHI,C,54,8,8,16,-9,12,1.0,6,2,0,1,5,3,0,65,12.3,706,13:05,18,32,102,146,41.1
476,Evgeny Kuznetsov\kuzneev01,28,WSH,C,41,9,20,29,7,18,3.1,8,1,0,4,13,7,0,78,11.5,679,16:34,18,21,204,289,41.4
477,Oliver Kylington\kylinol01,23,CGY,D,8,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,7,0.0,105,13:05,1,3,0,0,
478,Jordan Kyrou\kyroujo01,22,STL,C,55,14,21,35,1,12,3.6,14,0,0,2,18,3,0,98,14.3,793,14:25,13,7,6,6,50.0
479,Joel L'Esperance\lespejo01,25,DAL,RW,12,2,0,2,-2,2,0.2,2,0,0,1,0,0,0,8,25.0,113,9:25,0,16,7,10,41.2
480,Kevin Labanc\labanke01,25,SJS,RW,55,12,16,28,-9,31,2.4,12,0,0,2,13,3,0,129,9.3,903,16:25,15,61,0,1,0.0
481,Tanner Laczynski\laczyta01,23,PHI,C,5,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,6,0.0,50,9:59,1,5,11,16,40.7
482,Sam Lafferty\laffesa01,25,PIT,C,34,0,6,6,-6,25,-0.3,0,0,0,0,6,0,0,33,0.0,332,9:47,11,89,55,50,52.4
483,Alexis Lafreniere\lafreal01,19,NYR,LW,56,12,9,21,-7,8,1.8,12,0,0,4,9,0,0,67,17.9,777,13:53,11,43,13,18,41.9
484,William Lagesson\lageswi01,24,EDM,D,19,0,2,2,0,9,0.5,0,0,0,0,2,0,0,11,0.0,269,14:09,14,15,0,0,
485,Patrik Laine\lainepa01,22,TOT,RW,46,12,12,24,-28,25,1.4,8,4,0,1,9,3,0,82,14.6,803,17:27,15,36,6,19,24.0
486,Juho Lammikko\lammiju01,25,FLA,RW,44,4,1,5,-8,10,-0.3,3,0,1,0,1,0,0,43,9.3,477,10:50,16,50,124,152,44.9
487,Gabriel Landeskog\landega01,28,COL,LW,54,20,32,52,14,34,5.9,11,9,0,8,26,6,0,155,12.9,1078,19:57,28,81,288,221,56.6
488,Dylan Larkin\larkidy01,24,DET,C,44,9,14,23,-14,34,1.4,8,1,0,0,9,5,0,134,6.7,898,20:24,17,38,361,369,49.5
489,Adam Larsson\larssad01,28,EDM,D,56,4,6,10,2,24,2.7,4,0,0,0,6,0,0,52,7.7,1100,19:39,128,166,1,0,100.0
490,Jacob Larsson\larssja01,23,ANA,D,46,1,6,7,-9,14,1.2,1,0,0,0,5,0,1,42,2.4,800,17:23,59,37,0,0,
491,Johan Larsson\larssjo02,28,ARI,LW,52,8,6,14,-13,24,0.7,8,0,0,2,6,0,0,58,13.8,727,13:59,34,77,296,313,48.6
492,Scott Laughton\laughsc01,26,PHI,C,53,9,11,20,13,39,2.0,8,0,1,1,11,0,0,89,10.1,817,15:25,34,141,211,220,49.0
493,Jeremy Lauzon\lauzoje01,23,BOS,D,41,1,7,8,8,40,2.5,1,0,0,0,6,0,1,48,2.1,767,18:43,53,98,0,0,
494,Curtis Lazar\lazarcu01,25,TOT,C,50,7,6,13,-6,6,0.9,7,0,0,1,6,0,0,55,12.7,666,13:19,22,99,160,175,47.8
495,Nick Leddy\leddyni01,29,NYI,D,56,2,29,31,-3,8,4.9,1,1,0,1,19,10,0,79,2.5,1209,21:35,54,58,0,0,
496,Anders Lee\leean01,30,NYI,LW,27,12,7,19,11,12,3.0,9,3,0,3,6,1,0,80,15.0,473,17:32,13,39,63,65,49.2
497,Artturi Lehkonen\lehkoar01,25,MTL,LW,47,7,6,13,-2,6,1.0,5,0,2,0,5,0,1,78,9.0,631,13:25,23,85,5,8,38.5
498,Mikko Lehtonen\lehtomi03,27,TOT,D,26,0,6,6,-2,8,0.9,0,0,0,0,5,1,0,33,0.0,413,15:53,15,30,0,0,
499,Josh Leivo\leivojo01,27,CGY,LW,38,6,3,9,-3,10,0.8,6,0,0,2,3,0,0,50,12.0,408,10:45,2,33,3,9,25.0
500,Brendan Lemieux\lemiebr01,24,TOT,LW,49,4,7,11,-2,73,0.7,4,0,0,1,7,0,0,50,8.0,496,10:08,26,109,6,20,23.1
501,John Leonard\leonajo01,22,SJS,LW,44,3,10,13,-7,2,0.6,2,1,0,0,10,0,0,59,5.1,495,11:15,17,25,0,1,0.0
502,Otto Leskinen\leskiot01,23,MTL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,16,16:23,0,1,0,0,
503,Kris Letang\letankr01,33,PIT,D,55,7,38,45,19,32,7.2,6,1,0,2,23,14,1,132,5.3,1356,24:39,65,92,0,1,0.0
504,Vinni Lettieri\lettivi01,25,ANA,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,0.0,64,12:43,1,9,2,3,40.0
505,Tyler Lewington\lewinty01,26,NSH,D,2,0,1,1,4,9,0.4,0,0,0,0,1,0,0,4,0.0,28,14:10,4,1,0,0,
506,Trevor Lewis\lewistr01,34,WPG,C,56,5,5,10,7,2,0.9,3,0,2,1,5,0,0,68,7.4,552,9:52,22,71,11,8,57.9
507,Timothy Liljegren\liljeti01,21,TOR,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,30,15:06,2,3,0,0,
508,Kole Lind\lindko01,22,VAN,RW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,4,0.0,92,13:09,3,8,0,0,
509,Oskar Lindblom\lindbos01,24,PHI,LW,50,8,6,14,-9,9,0.7,8,0,0,1,6,0,0,58,13.8,659,13:11,24,43,3,2,60.0
510,Esa Lindell\lindees01,26,DAL,D,56,5,11,16,11,19,4.6,4,0,1,0,9,2,0,100,5.0,1298,23:11,104,114,0,0,
511,Ryan Lindgren\lindgry01,22,NYR,D,51,1,15,16,20,35,4.0,1,0,0,0,14,0,1,65,1.5,1020,20:00,50,98,0,0,
512,Elias Lindholm\lindhel01,26,CGY,C,56,19,28,47,10,22,5.4,13,6,0,4,17,10,1,130,14.6,1114,19:54,34,53,509,482,51.4
513,Hampus Lindholm\lindhha01,27,ANA,D,18,2,4,6,-1,16,1.3,2,0,0,0,3,1,0,29,6.9,397,22:02,19,9,0,0,
514,Par Lindholm\lindhpa01,29,BOS,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,12:55,0,0,4,1,80.0
515,Gustav Lindstrom\lindsgu01,22,DET,D,13,0,3,3,1,0,0.7,0,0,0,0,3,0,0,8,0.0,210,16:07,17,14,0,0,
516,Blake Lizotte\lizotbl01,23,LAK,C,41,3,7,10,2,16,0.7,3,0,0,0,7,0,0,42,7.1,521,12:42,21,32,180,174,50.8
517,William Lockwood\lockwwi01,22,VAN,RW,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,28,14:12,1,6,0,0,
518,Ryan Lomberg\lombery01,26,FLA,LW,34,2,2,4,-2,67,-0.1,2,0,0,0,2,0,0,47,4.3,330,9:43,10,90,0,1,0.0
519,Steven Lorentz\lorenst01,24,CAR,C,45,2,6,8,1,8,0.3,2,0,0,1,6,0,0,40,5.0,470,10:26,16,47,158,151,51.1
520,Adam Lowry\lowryad01,27,WPG,LW,52,10,14,24,6,13,2.4,9,0,1,3,12,2,0,80,12.5,807,15:32,30,161,361,354,50.5
521,Milan Lucic\lucicmi01,32,CGY,LW,56,10,13,23,-8,46,1.8,8,2,0,0,13,0,0,74,13.5,763,13:38,12,139,9,24,27.3
522,Matt Luff\luffma01,23,LAK,RW,13,1,0,1,-4,5,-0.1,1,0,0,0,0,0,0,18,5.6,136,10:29,6,8,2,3,40.0
523,Isac Lundestrom\lundeis01,21,ANA,C,41,6,3,9,-9,14,0.3,6,0,0,0,3,0,0,52,11.5,625,15:15,19,16,189,209,47.5
524,Eetu Luostarinen\luostee01,22,FLA,C,44,3,5,8,-11,12,-0.4,3,0,0,1,5,0,0,34,8.8,578,13:08,25,55,191,207,48.0
525,Ilya Lyubushkin\lyubuil01,26,ARI,D,42,1,1,2,-13,10,0.2,1,0,0,0,1,0,0,36,2.8,659,15:42,72,103,0,0,
526,Olli Maatta\maattol01,26,LAK,D,41,0,4,4,-8,6,0.8,0,0,0,0,4,0,0,43,0.0,674,16:26,53,41,0,0,
527,Kurtis MacDermid\macdeku01,26,LAK,D,28,2,2,4,-14,36,0.1,2,0,0,0,2,0,0,16,12.5,374,13:21,35,46,0,0,
528,Jacob MacDonald\macdoja02,27,COL,D,33,1,8,9,14,8,2.4,1,0,0,0,8,0,0,49,2.0,493,14:57,31,38,0,0,
