COL,NJD,DET,SEN,DAL,STL,PHI,BUF,PIT,WSH,SJS,EDM,LAK,TOR,VAN,PHX,BOS,CAR,NSH,CGY,NYR,CHI,CBJ,MTL,MIN,ANA,FLA,ATL,TBL,NYI,WPG,ARI,VGK,SEA
0.6341463414634146,0.5853658536585366,0.5975609756097561,0.5853658536585366,0.5853658536585366,0.524390243902439,0.524390243902439,0.5609756097560976,0.5121951219512195,0.5,0.4878048780487805,0.47560975609756095,0.4634146341463415,0.45121951219512196,0.43902439024390244,0.4268292682926829,0.43902439024390244,0.4634146341463415,0.4146341463414634,0.32926829268292684,0.4024390243902439,0.35365853658536583,0.34146341463414637,0.34146341463414637,0.3048780487804878,0.3048780487804878,0.2682926829268293,0.2804878048780488,0.2926829268292683,0.25609756097560976,,,,
0.5487804878048781,0.5,0.6219512195121951,0.47560975609756095,0.43902439024390244,0.524390243902439,0.5121951219512195,0.4268292682926829,0.34146341463414637,0.43902439024390244,0.5365853658536586,0.4634146341463415,0.4878048780487805,0.524390243902439,0.5121951219512195,0.4878048780487805,0.524390243902439,0.4268292682926829,0.34146341463414637,0.3902439024390244,0.43902439024390244,0.5,0.2682926829268293,0.43902439024390244,0.3170731707317073,0.35365853658536583,0.2682926829268293,0.23170731707317074,0.32926829268292684,0.5121951219512195,,,,
0.5121951219512195,0.5609756097560976,0.5853658536585366,0.6341463414634146,0.5609756097560976,0.5,0.5487804878048781,0.32926829268292684,0.32926829268292684,0.47560975609756095,0.34146341463414637,0.43902439024390244,0.4024390243902439,0.5365853658536586,0.5487804878048781,0.3780487804878049,0.43902439024390244,0.2682926829268293,0.32926829268292684,0.35365853658536583,0.3902439024390244,0.36585365853658536,0.35365853658536583,0.36585365853658536,0.5121951219512195,0.4878048780487805,0.2926829268292683,0.3780487804878049,0.43902439024390244,0.4268292682926829,,,,
0.4878048780487805,0.524390243902439,0.5853658536585366,0.524390243902439,0.5,0.47560975609756095,0.4878048780487805,0.45121951219512196,0.2804878048780488,0.2804878048780488,0.524390243902439,0.43902439024390244,0.34146341463414637,0.5487804878048781,0.524390243902439,0.2682926829268293,0.5,0.34146341463414637,0.4634146341463415,0.5121951219512195,0.32926829268292684,0.24390243902439024,0.3048780487804878,0.5,0.36585365853658536,0.35365853658536583,0.34146341463414637,0.4024390243902439,0.5609756097560976,0.4634146341463415,,,,
0.524390243902439,0.5609756097560976,0.7073170731707317,0.6341463414634146,0.6463414634146342,0.25609756097560976,0.5487804878048781,0.6341463414634146,0.2682926829268293,0.35365853658536583,0.5365853658536586,0.5,0.5121951219512195,0.5,0.5121951219512195,0.4634146341463415,0.35365853658536583,0.6341463414634146,0.5975609756097561,0.5609756097560976,0.5365853658536586,0.3170731707317073,0.4268292682926829,0.5121951219512195,0.4634146341463415,0.524390243902439,0.45121951219512196,0.5,0.524390243902439,0.43902439024390244,,,,
0.5365853658536586,0.5975609756097561,0.6097560975609756,0.5853658536585366,0.6097560975609756,0.4146341463414634,0.2682926829268293,0.6463414634146342,0.573170731707317,0.34146341463414637,0.6219512195121951,0.3902439024390244,0.32926829268292684,0.4878048780487805,0.5975609756097561,0.3780487804878049,0.4268292682926829,0.4878048780487805,0.6219512195121951,0.524390243902439,0.5121951219512195,0.3780487804878049,0.4024390243902439,0.5121951219512195,0.5853658536585366,0.5853658536585366,0.4268292682926829,0.524390243902439,0.5365853658536586,0.4878048780487805,,,,
0.5365853658536586,0.5609756097560976,0.6585365853658537,0.524390243902439,0.5487804878048781,0.4024390243902439,0.5121951219512195,0.47560975609756095,0.573170731707317,0.524390243902439,0.5975609756097561,0.5,0.3902439024390244,0.43902439024390244,0.47560975609756095,0.4634146341463415,0.5,0.524390243902439,0.5,0.5121951219512195,0.5121951219512195,0.4878048780487805,0.4146341463414634,0.573170731707317,0.5365853658536586,0.573170731707317,0.4634146341463415,0.4146341463414634,0.3780487804878049,0.4268292682926829,,,,
0.3902439024390244,0.6219512195121951,0.6219512195121951,0.43902439024390244,0.43902439024390244,0.5,0.5365853658536586,0.5,0.5487804878048781,0.6097560975609756,0.6463414634146342,0.4634146341463415,0.4146341463414634,0.4146341463414634,0.5487804878048781,0.43902439024390244,0.6463414634146342,0.5487804878048781,0.4878048780487805,0.5609756097560976,0.524390243902439,0.5609756097560976,0.5,0.5,0.4878048780487805,0.5121951219512195,0.5,0.4268292682926829,0.2926829268292683,0.3170731707317073,,,,
0.524390243902439,0.5853658536585366,0.5365853658536586,0.5365853658536586,0.45121951219512196,0.4878048780487805,0.5,0.5487804878048781,0.573170731707317,0.6585365853658537,0.6219512195121951,0.32926829268292684,0.5609756097560976,0.36585365853658536,0.5975609756097561,0.6097560975609756,0.47560975609756095,0.4268292682926829,0.573170731707317,0.4878048780487805,0.4634146341463415,0.6341463414634146,0.3902439024390244,0.47560975609756095,0.4634146341463415,0.47560975609756095,0.3902439024390244,0.4268292682926829,0.4146341463414634,0.4146341463414634,,,,
0.36585365853658536,0.4634146341463415,0.573170731707317,0.3902439024390244,0.5121951219512195,0.4634146341463415,0.573170731707317,0.524390243902439,0.5975609756097561,0.5853658536585366,0.5853658536585366,0.3048780487804878,0.5609756097560976,0.45121951219512196,0.6585365853658537,0.524390243902439,0.5609756097560976,0.4878048780487805,0.5365853658536586,0.5,0.5365853658536586,0.5365853658536586,0.4146341463414634,0.5365853658536586,0.47560975609756095,0.573170731707317,0.36585365853658536,0.4146341463414634,0.5609756097560976,0.36585365853658536,,,,
