Rk,Team,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,5v5 TOI/GP,SAT%,Hits,Hits/60,BkS,BkS/60,GvA,GvA/60,TkA,TkA/60,ENG,MsS
11,Minnesota Wild*,27.2,82,43,27,12,98,0.598,199,198,8,8,0.07,0.05,2.43,2.41,45,252,17.86,53,250,78.8,4,8,9.5,9.9,2180,9.1,2273,0.913,8,47:46,48.8,"1,412",16.87,"1,126",13.46,440,5.26,548,6.55,7,860
12,New York Rangers*,27.4,82,45,31,6,96,0.585,214,190,4,3,0.26,-0.04,2.61,2.32,48,264,18.18,34,232,85.34,10,7,10,10.4,2719,7.9,2412,0.921,8,47:55,52.4,"1,905",23.01,"1,119",13.51,674,8.14,564,6.81,7,993
13,Philadelphia Flyers*,27.7,82,42,30,10,94,0.573,233,227,3,8,-0.01,-0.02,2.84,2.77,58,294,19.73,48,316,84.81,8,11,14.2,13.4,2490,9.4,2508,0.909,6,45:29,50,"2,174",26.13,"1,200",14.42,537,6.45,445,5.35,12,"1,005"
14,Detroit Red Wings*,28.6,82,39,28,15,93,0.567,217,221,5,9,-0.14,-0.04,2.65,2.7,50,282,17.73,50,295,83.05,3,5,8.8,8.6,2456,8.8,2400,0.908,5,46:55,51.4,"1,621",19.35,"1,014",12.1,560,6.68,512,6.11,6,922
15,Columbus Blue Jackets*,26.1,82,43,32,7,93,0.567,226,214,5,2,0.16,-0.03,2.76,2.61,54,280,19.29,50,280,82.14,9,8,11.1,11,2431,9.3,2524,0.915,8,46:09,49.9,"2,609",31.45,"1,081",13.03,428,5.16,487,5.87,9,905
16,Dallas Stars*,28.2,82,40,31,11,91,0.555,231,223,4,5,0.14,0.05,2.82,2.72,46,290,15.86,49,263,81.37,8,5,11,11.6,2597,8.9,2492,0.911,6,46:29,50.5,"1,644",19.76,"1,210",14.54,750,9.01,569,6.84,8,"1,107"
17,Washington Capitals,26.5,82,38,30,14,90,0.549,225,229,10,11,-0.08,-0.02,2.74,2.79,68,291,23.37,51,284,82.04,5,10,11.6,12.2,2412,9.3,2750,0.917,5,47:19,47.7,"1,902",22.65,"1,211",14.42,583,6.94,575,6.85,4,951
18,Phoenix Coyotes,28.7,82,37,30,15,89,0.543,210,224,6,7,-0.16,0.03,2.56,2.73,56,282,19.86,57,272,79.04,3,5,9.9,9.9,2498,8.4,2540,0.912,5,47:31,50.5,"2,173",25.99,"1,130",13.51,417,4.99,512,6.12,4,998
19,Nashville Predators,26.7,82,38,32,12,88,0.537,214,233,2,9,-0.25,0.07,2.61,2.84,46,239,19.25,47,238,80.25,2,0,9.9,9.4,2382,9,2370,0.902,5,48:42,48.5,"1,611",19.37,"1,229",14.77,568,6.83,556,6.69,6,859
20,Ottawa Senators,26.6,82,37,31,14,88,0.537,229,258,7,7,-0.37,-0.02,2.79,3.15,50,271,18.45,61,320,80.94,5,10,13.3,12,2691,8.5,2849,0.909,5,46:22,52.4,"2,351",28.16,955,11.44,710,8.5,595,7.12,8,"1,092"
21,New Jersey Devils,30.6,82,35,29,18,88,0.537,197,195,0,13,-0.15,-0.02,2.4,2.38,47,241,19.5,36,264,86.36,9,4,8,8.2,2199,9,2089,0.907,6,47:57,54.4,"1,568",18.76,849,10.16,519,6.21,465,5.56,5,832
22,Toronto Maple Leafs,26.2,82,38,36,8,84,0.512,222,252,9,4,-0.34,-0.04,2.71,3.07,50,252,19.84,58,268,78.36,7,12,12.7,11.8,2290,9.7,2945,0.914,2,47:38,42.8,"2,592",31.06,"1,278",15.31,839,10.05,600,7.19,8,865
23,Winnipeg Jets,26.3,82,37,35,10,84,0.512,219,231,8,6,-0.07,0.06,2.67,2.82,40,259,15.44,49,291,83.16,5,6,11.9,10.6,2516,8.7,2472,0.907,3,47:08,50.1,"2,313",27.68,"1,256",15.03,697,8.34,526,6.29,8,"1,027"
24,Carolina Hurricanes,27,82,36,35,11,83,0.506,205,226,2,4,-0.29,-0.01,2.5,2.76,41,281,14.59,44,241,81.74,11,8,7.9,9,2561,8,2537,0.911,2,47:55,50.3,"1,807",21.77,"1,096",13.2,692,8.34,785,9.46,8,"1,058"
25,Vancouver Canucks,28.6,82,36,35,11,83,0.506,191,216,5,7,-0.3,0.03,2.33,2.63,39,257,15.18,46,274,83.21,6,4,13.6,12.1,2527,7.6,2327,0.907,7,47:09,51.3,"1,710",20.49,"1,217",14.58,514,6.16,521,6.24,2,"1,031"
26,New York Islanders,26.2,82,34,37,11,79,0.482,216,261,9,6,-0.51,0,2.63,3.18,49,276,17.75,58,265,78.11,8,7,12.4,11.5,2537,8.5,2464,0.894,4,47:18,49.5,"2,092",25.02,"1,242",14.85,696,8.32,665,7.95,6,931
27,Calgary Flames,26.7,82,35,40,7,77,0.47,202,238,7,3,-0.35,0.04,2.46,2.9,39,249,15.66,43,235,81.7,12,7,10.5,10.6,2199,9.2,2345,0.899,2,48:36,46.3,"1,708",20.51,"1,423",17.09,695,8.34,575,6.9,3,925
28,Edmonton Oilers,26.5,82,29,44,9,67,0.409,199,267,4,3,-0.75,0.07,2.43,3.26,46,271,16.97,50,280,82.14,4,13,11.8,12,2208,9,2696,0.901,4,46:37,44.3,"1,751",21.09,"1,252",15.08,908,10.93,578,6.96,8,837
29,Florida Panthers,29,82,29,45,8,66,0.402,188,262,8,6,-0.87,0.01,2.29,3.2,27,269,10.04,63,262,75.95,8,6,10.3,10.9,2451,7.7,2551,0.897,1,47:30,50.9,"1,860",22.33,982,11.79,443,5.32,523,6.28,4,953
30,Buffalo Sabres,26.6,82,21,51,10,52,0.317,150,243,7,5,-1.09,0.02,1.83,2.96,36,256,14.06,51,274,81.39,5,5,11,10.4,2156,7,2816,0.914,0,47:17,43.1,"1,992",23.93,"1,238",14.87,512,6.15,454,5.45,5,778
