homeTeam,awayTeam,homeAbbrev,awayAbbrev,GamePK,year,Winner,F_home_assists,F_home_goals,F_home_pim,F_home_shots,F_home_blocked,F_home_pm,D_home_assists,D_home_goals,D_home_pim,D_home_shots,D_home_blocked,D_home_hits,D_home_pm,G_home_GAA,F_away_assists,F_away_goals,F_away_pim,F_away_shots,F_away_blocked,F_away_hits,F_away_pm,D_away_assists,D_away_goals,D_away_pim,D_away_shots,D_away_blocked,D_away_hits,D_away_pm,G_away_GAA,F_home_hits,Rk_H,AvAge_H,GP_H,W_H,L_H,OL_H,PTS_H,PTS%_H,GF_H,GA_H,SOW_H,SOL_H,SRS_H,SOS_H,GF/G_H,GA/G_H,PP_H,PPO_H,PP%_H,PPA_H,PPOA_H,PK%_H,SH_H,SHA_H,PIM/G_H,oPIM/G_H,S_H,S%_H,SA_H,SV%_H,SO_H,Hits_H,Hits/60_H,BkS_H,BkS/60_H,GvA_H,GvA/60_H,TkA_H,TkA/60_H,ENG_H,MsS_H,5v5 TOI/GP_H,SAT%_H,Playoffs%_H,Playoffs_H,WonCup_H,TA/GA_H,Rk_A,AvAge_A,GP_A,W_A,L_A,OL_A,PTS_A,PTS%_A,GF_A,GA_A,SOW_A,SOL_A,SRS_A,SOS_A,GF/G_A,GA/G_A,PP_A,PPO_A,PP%_A,PPA_A,PPOA_A,PK%_A,SH_A,SHA_A,PIM/G_A,oPIM/G_A,S_A,S%_A,SA_A,SV%_A,SO_A,Hits_A,Hits/60_A,BkS_A,BkS/60_A,GvA_A,GvA/60_A,TkA_A,TkA/60_A,ENG_A,MsS_A,5v5 TOI/GP_A,SAT%_A,Playoffs%_A,Playoffs_A,WonCup_A,TA/GA_A
Anaheim Ducks,Detroit Red Wings,ANA,DET,2008030236,2008,0.0,1.168412417,0.780818661,3.887089174,7.661686055,1.248450596,0.059867801,0.859016439,0.201667166,2.203196321,4.03814674,3.29265437,3.51372925,0.224911673,2.389092,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,4.931995613,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,4.540740713,17,29.2,82,0.5121951219512195,0.4024390243902439,7,91,0.555,2.902439024390244,2.8658536585365852,7,3,0.09,0.0,2.9,2.87,73,309,23.62,78,385,79.74,6,8,17.4,15.4,30.25609756097561,9.6,30.475609756097562,0.906,6.0,1758,21.15,801,9.63,653,7.86,476,5.72,4,12.0,43.6,49.82,0.4375,b,0,0.727735368956743,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896
Washington Capitals,Pittsburgh Penguins,WSH,PIT,2008030227,2008,1.0,1.319793317,0.852439583,2.868100875,8.710609511,1.357857472,-0.143260098,0.681336335,0.301672066,2.383165487,3.65025968,4.908316336,4.355095224,0.340090774,2.626474472,1.37058174,0.93300583,3.374449224,7.9419491,1.556032365,5.086775609,0.189459989,0.709645913,0.266581155,1.951838365,3.72943229,5.468403787,4.388819928,0.388322945,2.669608,4.263225683,4,27.2,82,0.6097560975609756,0.2926829268292683,8,108,0.659,3.268292682926829,2.926829268292683,4,5,0.27,-0.06,3.27,2.93,85,337,25.22,75,387,80.62,7,11,12.7,11.4,33.5,9.8,29.48780487804878,0.901,2.0,1662,20.0,1111,13.37,947,11.39,766,9.22,16,12.914634146341463,47.95,53.18,0.4375,b,0,0.8094820017559262,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069
Detroit Red Wings,Anaheim Ducks,DET,ANA,2008030237,2008,0.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.168412417,0.780818661,3.887089174,7.661686055,1.248450596,4.540740713,0.059867801,0.859016439,0.201667166,2.203196321,4.03814674,3.29265437,3.51372925,0.224911673,2.389092,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,17,29.2,82,0.5121951219512195,0.4024390243902439,7,91,0.555,2.902439024390244,2.8658536585365852,7,3,0.09,0.0,2.9,2.87,73,309,23.62,78,385,79.74,6,8,17.4,15.4,30.25609756097561,9.6,30.475609756097562,0.906,6.0,1758,21.15,801,9.63,653,7.86,476,5.72,4,12.0,43.6,49.82,0.4375,b,0,0.727735368956743
Boston Bruins,Carolina Hurricanes,BOS,CAR,2008030217,2008,1.0,1.41170673,0.928262781,2.529301738,7.360271175,1.577275744,0.631874597,0.842070619,0.286071561,2.772363381,4.353306943,4.187043113,4.070783302,0.74292892,2.098921,1.006827941,0.704349884,1.760759082,7.291374446,1.81221956,5.136995091,-0.12275537,0.722870934,0.216882135,2.084998241,4.194342633,4.429529833,3.773177858,-0.317435131,2.443961,4.998875012,2,28.4,82,0.6463414634146342,0.23170731707317074,10,116,0.707,3.292682926829268,2.317073170731707,4,6,0.89,-0.06,3.29,2.32,74,313,23.64,54,306,82.35,8,7,12.5,12.8,30.26829268292683,10.9,30.78048780487805,0.925,7.0,1825,21.96,1072,12.9,463,5.57,498,5.99,12,11.170731707317072,47.35,49.58,0.4375,b,0,1.0754039497307002,11,27.9,82,0.5487804878048781,0.36585365853658536,7,97,0.591,2.8780487804878048,2.6951219512195124,3,5,0.11,-0.05,2.88,2.7,70,374,18.72,59,301,80.4,8,9,9.8,12.5,32.6219512195122,8.8,29.5,0.909,6.0,1716,20.65,1194,14.37,468,5.63,665,8.0,7,13.207317073170731,48.85,52.51,0.5,c,0,1.4209591474245116
Detroit Red Wings,Chicago Blackhawks,DET,CHI,2008030321,2008,0.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.025631823,0.810435462,3.349231575,7.336547453,1.119788074,3.996305152,0.36636192,0.885899636,0.266027934,2.369145257,4.52022331,3.184771392,3.867863026,0.545534894,2.807234393,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,6,25.9,82,0.5609756097560976,0.2926829268292683,12,104,0.634,3.1707317073170733,2.548780487804878,4,7,0.6,0.01,3.17,2.55,70,363,19.28,64,330,80.61,10,6,14.1,15.2,32.71951219512195,9.7,28.585365853658537,0.911,6.0,1519,18.24,846,10.16,395,4.74,488,5.86,16,10.524390243902438,45.35,53.37,0.5625,c,0,1.2362869198312236
Pittsburgh Penguins,Carolina Hurricanes,PIT,CAR,2008030311,2008,0.0,1.330124663,0.852264249,3.08506623,7.882568762,1.486415211,0.113736954,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,1.006827941,0.704349884,1.760759082,7.291374446,1.81221956,5.136995091,-0.12275537,0.722870934,0.216882135,2.084998241,4.194342633,4.429529833,3.773177858,-0.317435131,2.443961,5.114659795,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069,11,27.9,82,0.5487804878048781,0.36585365853658536,7,97,0.591,2.8780487804878048,2.6951219512195124,3,5,0.11,-0.05,2.88,2.7,70,374,18.72,59,301,80.4,8,9,9.8,12.5,32.6219512195122,8.8,29.5,0.909,6.0,1716,20.65,1194,14.37,468,5.63,665,8.0,7,13.207317073170731,48.85,52.51,0.5,c,0,1.4209591474245116
Detroit Red Wings,Chicago Blackhawks,DET,CHI,2008030322,2008,0.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.025631823,0.810435462,3.349231575,7.336547453,1.119788074,3.996305152,0.36636192,0.885899636,0.266027934,2.369145257,4.52022331,3.184771392,3.867863026,0.545534894,2.807234393,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,6,25.9,82,0.5609756097560976,0.2926829268292683,12,104,0.634,3.1707317073170733,2.548780487804878,4,7,0.6,0.01,3.17,2.55,70,363,19.28,64,330,80.61,10,6,14.1,15.2,32.71951219512195,9.7,28.585365853658537,0.911,6.0,1519,18.24,846,10.16,395,4.74,488,5.86,16,10.524390243902438,45.35,53.37,0.5625,c,0,1.2362869198312236
Pittsburgh Penguins,Carolina Hurricanes,PIT,CAR,2008030312,2008,0.0,1.330124663,0.852264249,3.08506623,7.882568762,1.486415211,0.113736954,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,1.006827941,0.704349884,1.760759082,7.291374446,1.81221956,5.136995091,-0.12275537,0.722870934,0.216882135,2.084998241,4.194342633,4.429529833,3.773177858,-0.317435131,2.443961,5.114659795,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069,11,27.9,82,0.5487804878048781,0.36585365853658536,7,97,0.591,2.8780487804878048,2.6951219512195124,3,5,0.11,-0.05,2.88,2.7,70,374,18.72,59,301,80.4,8,9,9.8,12.5,32.6219512195122,8.8,29.5,0.909,6.0,1716,20.65,1194,14.37,468,5.63,665,8.0,7,13.207317073170731,48.85,52.51,0.5,c,0,1.4209591474245116
Chicago Blackhawks,Detroit Red Wings,CHI,DET,2008030323,2008,0.0,1.025631823,0.810435462,3.349231575,7.336547453,1.119788074,0.36636192,0.885899636,0.266027934,2.369145257,4.52022331,3.184771392,3.867863026,0.545534894,2.7086324,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,4.931995613,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,3.996305152,6,25.9,82,0.5609756097560976,0.2926829268292683,12,104,0.634,3.1707317073170733,2.548780487804878,4,7,0.6,0.01,3.17,2.55,70,363,19.28,64,330,80.61,10,6,14.1,15.2,32.71951219512195,9.7,28.585365853658537,0.911,6.0,1519,18.24,846,10.16,395,4.74,488,5.86,16,10.524390243902438,45.35,53.37,0.5625,c,0,1.2362869198312236,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896
Carolina Hurricanes,Pittsburgh Penguins,CAR,PIT,2008030313,2008,1.0,1.006827941,0.704349884,1.760759082,7.291374446,1.81221956,-0.12275537,0.722870934,0.216882135,2.084998241,4.194342633,4.429529833,3.773177858,-0.317435131,2.443961,1.330124663,0.852264249,3.08506623,7.882568762,1.486415211,5.114659795,0.113736954,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,5.136995091,11,27.9,82,0.5487804878048781,0.36585365853658536,7,97,0.591,2.8780487804878048,2.6951219512195124,3,5,0.11,-0.05,2.88,2.7,70,374,18.72,59,301,80.4,8,9,9.8,12.5,32.6219512195122,8.8,29.5,0.909,6.0,1716,20.65,1194,14.37,468,5.63,665,8.0,7,13.207317073170731,48.85,52.51,0.5,c,0,1.4209591474245116,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069
Chicago Blackhawks,Detroit Red Wings,CHI,DET,2008030324,2008,1.0,1.025631823,0.810435462,3.349231575,7.336547453,1.119788074,0.36636192,0.885899636,0.266027934,2.369145257,4.52022331,3.184771392,3.867863026,0.545534894,2.7086324,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,4.931995613,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.242062147,3.996305152,6,25.9,82,0.5609756097560976,0.2926829268292683,12,104,0.634,3.1707317073170733,2.548780487804878,4,7,0.6,0.01,3.17,2.55,70,363,19.28,64,330,80.61,10,6,14.1,15.2,32.71951219512195,9.7,28.585365853658537,0.911,6.0,1519,18.24,846,10.16,395,4.74,488,5.86,16,10.524390243902438,45.35,53.37,0.5625,c,0,1.2362869198312236,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896
Carolina Hurricanes,Pittsburgh Penguins,CAR,PIT,2008030314,2008,1.0,1.006827941,0.704349884,1.760759082,7.291374446,1.81221956,-0.12275537,0.722870934,0.216882135,2.084998241,4.194342633,4.429529833,3.773177858,-0.317435131,2.443961,1.330124663,0.852264249,3.08506623,7.882568762,1.486415211,5.114659795,0.113736954,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,5.136995091,11,27.9,82,0.5487804878048781,0.36585365853658536,7,97,0.591,2.8780487804878048,2.6951219512195124,3,5,0.11,-0.05,2.88,2.7,70,374,18.72,59,301,80.4,8,9,9.8,12.5,32.6219512195122,8.8,29.5,0.909,6.0,1716,20.65,1194,14.37,468,5.63,665,8.0,7,13.207317073170731,48.85,52.51,0.5,c,0,1.4209591474245116,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069
Detroit Red Wings,Chicago Blackhawks,DET,CHI,2008030325,2008,0.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.025631823,0.810435462,3.349231575,7.336547453,1.119788074,3.996305152,0.36636192,0.885899636,0.266027934,2.369145257,4.52022331,3.184771392,3.867863026,0.545534894,2.7086324,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,6,25.9,82,0.5609756097560976,0.2926829268292683,12,104,0.634,3.1707317073170733,2.548780487804878,4,7,0.6,0.01,3.17,2.55,70,363,19.28,64,330,80.61,10,6,14.1,15.2,32.71951219512195,9.7,28.585365853658537,0.911,6.0,1519,18.24,846,10.16,395,4.74,488,5.86,16,10.524390243902438,45.35,53.37,0.5625,c,0,1.2362869198312236
Detroit Red Wings,Pittsburgh Penguins,DET,PIT,2008030411,2008,0.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.330124663,0.852264249,3.08506623,7.882568762,1.486415211,5.114659795,0.113736954,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069
Detroit Red Wings,Pittsburgh Penguins,DET,PIT,2008030412,2008,0.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.330124663,0.852264249,3.08506623,7.882568762,1.486415211,5.114659795,0.113736954,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069
Pittsburgh Penguins,Detroit Red Wings,PIT,DET,2008030413,2008,0.0,1.313154533,0.83532108,3.236786142,7.774402091,1.505510791,0.087034531,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,4.931995613,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,5.066861224,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896
Pittsburgh Penguins,Detroit Red Wings,PIT,DET,2008030414,2008,0.0,1.313154533,0.83532108,3.236786142,7.774402091,1.505510791,0.087034531,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,4.931995613,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,5.066861224,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896
Detroit Red Wings,Pittsburgh Penguins,DET,PIT,2008030415,2008,0.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.313154533,0.83532108,3.236786142,7.774402091,1.505510791,5.066861224,0.087034531,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.735576109,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069
Pittsburgh Penguins,Detroit Red Wings,PIT,DET,2008030416,2008,0.0,1.313154533,0.83532108,3.236786142,7.774402091,1.505510791,0.087034531,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,4.931995613,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,5.066861224,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896
Detroit Red Wings,Pittsburgh Penguins,DET,PIT,2008030417,2008,1.0,1.289422279,1.016465709,2.810148534,8.753621003,1.024559111,0.31788534,0.986381326,0.263009279,1.713699973,4.639097785,2.611756575,3.378487631,0.176766523,3.59442038,1.313154533,0.83532108,3.236786142,7.774402091,1.505510791,5.066861224,0.087034531,0.660536185,0.248132901,1.816765012,3.646050243,5.264679445,4.259806184,0.361449776,2.547565196,4.931995613,3,31.2,82,0.6219512195121951,0.25609756097560976,10,112,0.683,3.524390243902439,2.926829268292683,6,4,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,36.15853658536585,9.7,27.73170731707317,0.894,8.0,1480,17.79,741,8.91,548,6.58,445,5.35,9,13.024390243902438,49.55,56.59,0.9375,d,0,0.8130699088145896,8,26.6,82,0.5487804878048781,0.34146341463414637,9,99,0.604,3.1463414634146343,2.841463414634146,6,6,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,29.036585365853657,10.8,30.29268292682927,0.906,4.0,1939,23.22,1280,15.33,607,7.27,466,5.58,9,11.25609756097561,46.1,48.94,1.0,e,1,0.7675378266850069
Pittsburgh Penguins,Ottawa Senators,PIT,OTT,2009030141,2009,1.0,1.188095452,0.90146666,3.786653039,8.623898572,1.693671477,0.094896457,0.907832315,0.228920381,1.755151251,3.95750345,4.712589592,3.734699436,0.11129516,2.65383,1.123628447,0.761979561,3.041883745,7.270404446,1.535887221,5.568170308,-0.174624902,0.562266905,0.184532382,2.956353587,4.027747828,5.137987604,4.457350311,-0.836343801,1.752010627,6.29330616,9,27.8,82,0.573170731707317,0.34146341463414637,7,101,0.616,3.0365853658536586,2.8658536585365852,8,2,0.17,-0.07,3.04,2.87,56,326,17.18,52,327,84.1,7,8,14.6,14.7,32.78048780487805,9.3,28.658536585365855,0.9,1.0,2154,25.86,1182,14.19,586,7.03,385,4.62,6,12.865853658536585,44.1,52.0,0.4375,b,0,0.6571834992887624,13,27.9,82,0.5365853658536586,0.3902439024390244,6,94,0.573,2.682926829268293,2.841463414634146,5,5,-0.22,-0.06,2.68,2.84,49,290,16.9,50,318,84.28,5,4,13.9,13.2,29.70731707317073,9.0,28.536585365853657,0.9,6.0,1939,23.33,1193,14.35,726,8.73,701,8.43,9,11.085365853658537,45.71666667,52.1,0.125,a,0,0.965635738831615
New Jersey Devils,Philadelphia Flyers,NJD,PHI,2009030121,2009,1.0,1.180906599,0.799346696,3.397752102,8.244375003,1.17856859,0.203818231,0.610020859,0.161142315,2.04802885,2.558554311,4.042542503,3.994170163,0.339372288,2.24049,1.039860063,0.801356419,4.300685311,7.86635235,1.925924182,5.94867772,-0.1525426,0.717207174,0.192415691,1.840427682,3.711163745,4.720898036,2.692508086,-0.135581629,2.955251641,4.245195686,6,30.5,82,0.5853658536585366,0.32926829268292684,7,103,0.628,2.6341463414634148,2.268292682926829,6,5,0.31,-0.07,2.63,2.27,51,272,18.75,41,240,82.92,7,5,10.5,11.4,29.98780487804878,8.8,26.98780487804878,0.916,9.0,1600,19.24,963,11.58,616,7.41,483,5.81,13,9.939024390243903,47.13333333,51.0,0.0625,a,0,0.7840755735492577,19,27.7,82,0.5,0.4268292682926829,6,88,0.537,2.8292682926829267,2.707317073170732,4,3,0.08,-0.06,2.83,2.71,68,318,21.38,57,334,82.93,5,7,16.6,15.3,31.573170731707318,9.0,28.609756097560975,0.905,5.0,1807,21.82,1254,15.14,605,7.3,559,6.75,7,12.207317073170731,44.08333333,50.9,0.875,d,0,0.9246575342465754
